Accession	family	query_name	Resfams_description	Ontology_Level
MB-RF102	OXY	gb|CAG34107.1|ARO:3002400|OXY-2-5	OXY beta-lactamases [ARO:3002388]	gene
MB-RF102	OXY	gb|CAI43414.1|ARO:3002396|OXY-2-1	OXY beta-lactamases [ARO:3002388]	gene
MB-RF080	mecR1	gb|ABQ47844.1|ARO:3000215|mecR1	mecR1: gene modulating beta-lactam resistance [ARO:3000215]	variant
MB-RF101	OXA-cluster8	gb|AGW83447.1|ARO:3001536|OXA-349	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF127	TEM	gb|AAK71474.1|ARO:3000956|TEM-89	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF059	GES	gb|BAD08689.1|ARO:3002333|GES-4	GES beta-lactamase (class a) [ARO:3000066]	variant
MB-RF101	OXA-cluster8	gb|ABS71123.1|ARO:3001440|OXA-115	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF145	TetY	gb|BAA07390.1|ARO:3002893|tcr3	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF132	TetD	gb|CAC80727.1|ARO:3000476|tet(31)	tetD: tetracycline resistance MFS efflux pump [ARO:3000168]	gene
MB-RF003	AAC3-I	gb|AAA88552.1|ARO:3002541|AAC(3)-VIIa	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF096	OXA-cluster3	gb|AFQ90085.1|ARO:3001610|OXA-243	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF101	OXA-cluster8	gb|AEL17179.1|ARO:3001668|OXA-219	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF115	SHV	gb|AEX99752.1|ARO:3001184|SHV-142	SHV related beta-lactamase (class a)	gene
MB-RF040	CMY	gb|AGR82311.1|ARO:3002116|CMY-104	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF160	VIM	gb|AAN52134.1|ARO:3002275|VIM-5	Verone integron-encoded (VIM) metallo-beta-lactamase (subclass B1 (metallo-) beta-lactamase) [ARO:3000021]	gene
MB-RF127	TEM	gb|ABO64442.1|ARO:3001028|TEM-162	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF044	ACT	gb|AJG06170.1|ARO:3003171|ACT-36	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF040	CMY	gb|ACJ05361.1|ARO:3002054|CMY-43	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF127	TEM	gb|AAC72362.1|ARO:3000882|TEM-10	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF048	CTX-M	gb|AAR99493.1|ARO:3001896|CTX-M-34	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF044	ACT	gb|AAC45086.2|ARO:3001821|ACT-1	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF048	CTX-M	gb|ABN69105.1|ARO:3001926|CTX-M-65	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF045	MIR	gb|AIT76116.1|ARO:3002177|MIR-12	MIR betalactamase (class C) [ARO:3000058]	gene
MB-RF065	IND	gb|AAG29761.2|ARO:3002259|IND-3	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
MB-RF048	CTX-M	gb|BAO37256.1|ARO:3001994|CTX-M-137	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF040	CMY	gb|ACA30421.1|ARO:3002038|CMY-27	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF063	IMP	gb|AIT76110.1|ARO:3002239|IMP-48	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF097	OXA-cluster4	gb|AAB05874.1|ARO:3001410|OXA-15	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF100	OXA-cluster7	gb|AAG35607.1|ARO:3001420|OXA-25	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF004	AAC6-I	gb|AAC41391.1|ARO:3002555|AAC(6')-Ih	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF100	OXA-cluster7	gb|ADK35875.1|ARO:3001471|OXA-171	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF047	PDC	gb|ACQ82815.1|ARO:3002509|PDC-10	PDC betalactamase (class C) [ARO:3000098]	gene
MB-RF115	SHV	gb|ADR80606.1|ARO:3001157|SHV-108	SHV related beta-lactamase (class a)	gene
MB-RF040	CMY	gb|ADK55604.1|ARO:3002065|CMY-54	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF127	TEM	gb|AAO85882.1|ARO:3000982|TEM-120	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF040	CMY	gb|AFK73434.1|ARO:3002088|CMY-75	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF115	SHV	gb|AAL82593.1|ARO:3001095|SHV-37	SHV related beta-lactamase (class a)	gene
MB-RF100	OXA-cluster7	gb|AFN65709.1|ARO:3001498|OXA-239	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF095	OXA-cluster2	gb|ADG27454.1|ARO:3001776|OXA-162	OXA beta-lactamase (cluster 2), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF020	APH3_prime	gb|AAB21326.1|ARO:3002651|APH(3')-Vc	aminoglycoside phosphotransferase prime (APH3')	variant
MB-RF039	CMY-MOX-FOX	gb|CAB82578.1|ARO:3002183|MOX-2	A grouping of related CMY, MOX, FOX betalactamase (class C)	gene
MB-RF048	CTX-M	gb|AFA51701.1|ARO:3001982|CTX-M-123	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF093	OXA	gb|AET35493.1|ARO:3001777|OXA-347	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF152	vanR	gb|AAL27445.1|ARO:3002924|vanRE	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	variant
MB-RF127	TEM	gb|ABM54869.1|ARO:3001025|TEM-159	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF096	OXA-cluster3	gb|AAD12233.1|ARO:3001417|OXA-22	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF048	CTX-M	gb|AAV28215.2|ARO:3001902|CTX-M-40	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF040	CMY	gb|AEZ49849.1|ARO:3002079|CMY-66	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF032	Cfr23RibosomalRNAMethyltransferase	gb|CAL64019.1|ARO:3003441|cfrA	Cfr 23S ribosomal RNA methyltransferase [ARO:3000202]	family
MB-RF058	ErmC	gb|CBY77552.1|ARO:3003106|Erm(42)	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF127	TEM	gb|AGZ20205.1|ARO:3001382|TEM-205	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF044	ACT	gb|AIT76096.1|ARO:3001851|ACT-31	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF115	SHV	gb|ADE08533.1|ARO:3001176|SHV-129	SHV related beta-lactamase (class a)	gene
MB-RF048	CTX-M	gb|ADO17948.1|ARO:3001957|CTX-M-98	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF040	CMY	gb|AIT76093.1|ARO:3002127|CMY-116	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF125	SubclassB3	gb|CAQ53840.1|ARO:3000853|AIM-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF048	CTX-M	gb|AAV97954.1|ARO:3001911|CTX-M-49	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF127	TEM	gb|AHA58207.1|ARO:3001390|TEM-213	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF115	SHV	gb|CAI30651.2|ARO:3001117|SHV-62	SHV related beta-lactamase (class a)	gene
MB-RF048	CTX-M	gb|ABV57756.3|ARO:3001942|CTX-M-81	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF047	PDC	gb|ACQ82808.1|ARO:3002500|PDC-3	PDC betalactamase (class C) [ARO:3000098]	gene
MB-RF048	CTX-M	gb|CBW46935.1|ARO:3001959|CTX-M-100	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF070	LRA	gb|ACH58988.1|ARO:3002487|LRA-8	Beta-lactamases that are part of the LRA gene family) [ARO:3004228]	family
MB-RF040	CMY	gb|ACA97847.1|ARO:3002044|CMY-33	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF024	BCII	gb|CAA29819.1|ARO:3002877|BcI	Bacillus cereus beta-lactamase II (subclass B1 (metallo-) beta-lactamase) [ARO:3000577]	gene
MB-RF094	OXA-cluster1	gb|AAF72942.1|ARO:3001423|OXA-28	OXA beta-lactamase (cluster 1), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF152	vanR	gb|AAA65953.1|ARO:3002919|vanRA	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	variant
MB-RF115	SHV	gb|CAJ47127.2|ARO:3001126|SHV-72	SHV related beta-lactamase (class a)	gene
MB-RF004	AAC6-I	gb|AAC41392.1|ARO:3002557|AAC(6')-Ij	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF059	GES	gb|ACS44714.1|ARO:3002340|GES-11	GES beta-lactamase (class a) [ARO:3000066]	variant
MB-RF026	bla	gb|ABX30738.1|ARO:3000621|PC1	beta lactamase bla operon [ARO:3000262]	gene
MB-RF058	ErmC	gb|AAA26742.1|ARO:3001304|ErmS	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF127	TEM	gb|AEQ59620.1|ARO:3001052|TEM-192	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF048	CTX-M	gb|AAF04388.1|ARO:3001871|CTX-M-8	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF005	AAC6-II	gb|AAD46626.1|ARO:3002596|AAC(6')-IIc	Aminoglycoside Acetyltransferase (AAC6-II) [ARO:3001208]	variant
MB-RF063	IMP	gb|BAB72072.1|ARO:3002202|IMP-11	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF098	OXA-cluster5	gb|AFH36331.1|ARO:3001678|OXA-237	OXA beta-lactamase (cluster 5), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF154	vanT	gb|AAD22403.1|ARO:3002970|vanTC	"VanT: membrane bound serine racemase, converting L-serine to D-serine" [ARO:3000372]	variant
MB-RF127	TEM	gb|CAD24670.1|ARO:3000900|TEM-30	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF004	AAC6-I	gb|BAD14386.1|ARO:3002573|AAC(6')-Iae	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF036	ClassC-AmpC	gb|ACH58997.1|ARO:3002492|LRA-18	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF033	CfxA	gb|AAB17891.1|ARO:3003001|CfxA	CfxA cephalosporin (class a) [ARO:3001211]	gene
MB-RF002	AAC3	gb|AAR21614.1|ARO:3002529|AAC(3)-Id	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
MB-RF153	vanS	gb|ABX54692.1|ARO:3002938|vanSL	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	variant
MB-RF040	CMY	gb|ACA30422.1|ARO:3002051|CMY-40	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF072	macA	gb|ABS43151.1|ARO:3000784|cmeB	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF115	SHV	gb|ABN49114.1|ARO:3001149|SHV-97	SHV related beta-lactamase (class a)	gene
MB-RF115	SHV	gb|AHA80958.1|ARO:3001356|SHV-172	SHV related beta-lactamase (class a)	gene
MB-RF127	TEM	gb|CDN33426.1|ARO:3001394|TEM-217	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF152	vanR	gb|ACL82957.1|ARO:3002928|vanRM	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	variant
MB-RF125	SubclassB3	gb|BAL14456.1|ARO:3000854|SMB-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF048	CTX-M	gb|AAV97953.1|ARO:3001910|CTX-M-48	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF067	KPC	gb|ACM91559.1|ARO:3002319|KPC-9	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	gene
MB-RF040	CMY	gb|AFK73449.1|ARO:3002093|CMY-80	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF093	OXA	gb|ADT70779.1|ARO:3001805|OXA-198	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF046	OCH	gb|CAC17622.1|ARO:3002515|OCH-2	OCH betalactamase (class C) [ARO:3000094]	gene
MB-RF127	TEM	gb|CAA41038.1|ARO:3000878|TEM-6	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF059	GES	gb|ACZ54536.1|ARO:3002342|GES-13	GES beta-lactamase (class a) [ARO:3000066]	variant
MB-RF048	CTX-M	gb|ABI34705.1|ARO:3001917|CTX-M-55	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF042	FOX	gb|CAA71325.1|ARO:3002156|FOX-2	FOX betalactamase (class C) [ARO:3000067]	gene
MB-RF115	SHV	gb|ABS72342.1|ARO:3001151|SHV-102	SHV related beta-lactamase (class a)	gene
MB-RF100	OXA-cluster7	gb|AFK28473.1|ARO:3001485|OXA-207	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF115	SHV	gb|AAL40899.1|ARO:3001101|SHV-43	SHV related beta-lactamase (class a)	gene
MB-RF067	KPC	gb|ADH95186.1|ARO:3002321|KPC-11	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	gene
MB-RF115	SHV	gb|AAO66446.1|ARO:3001113|SHV-57	SHV related beta-lactamase (class a)	gene
MB-RF040	CMY	gb|ABN69070.1|ARO:3002035|CMY-24	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF034	ClassA	gb|AAP93848.1|ARO:3002476|LEN-6	Class A beta-lactamase [ARO:3000078]	family
MB-RF046	OCH	gb|CAC17624.1|ARO:3002517|OCH-4	OCH betalactamase (class C) [ARO:3000094]	gene
MB-RF040	CMY	gb|AIT76089.1|ARO:3002124|CMY-113	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF144	TetX	gb|AAA27471.1|ARO:3000205|tetX	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF090	NDM-CcrA	gb|CAZ39946.1|ARO:3000589|NDM-1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	family
MB-RF063	IMP	gb|ACB41775.1|ARO:3002216|IMP-25	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF101	OXA-cluster8	gb|AGW83448.1|ARO:3001537|OXA-350	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF030	CARB	gb|AAP22374.1|ARO:3002248|CARB-9	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF093	OXA	gb|AAU88145.1|ARO:3001764|OXA-63	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF004	AAC6-I	gb|AAD03494.1|ARO:3002566|AAC(6')-Iv	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF102	OXY	gb|ACV44455.1|ARO:3002404|OXY-2-9	OXY beta-lactamases [ARO:3002388]	gene
MB-RF151	vanH	gb|AHA41499.1|ARO:3002948|vanHO	VanH: D-specific alpha-ketoacid dehydrogenase that synthesizes D-lactate [ARO:3000006]	variant
MB-RF115	SHV	gb|AAO53445.1|ARO:3001104|SHV-46	SHV related beta-lactamase (class a)	gene
MB-RF063	IMP	gb|BAM98935.1|ARO:3002234|IMP-43	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF040	CMY	gb|ACA97846.1|ARO:3002043|CMY-32	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF115	SHV	gb|AAG17550.1|ARO:3001073|SHV-14	SHV related beta-lactamase (class a)	gene
MB-RF102	OXY	gb|CAA82916.1|ARO:3002389|OXY-1-1	OXY beta-lactamases [ARO:3002388]	gene
MB-RF063	IMP	gb|BAM38093.1|ARO:3002225|IMP-34	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF101	OXA-cluster8	gb|AGW16406.1|ARO:3001512|OXA-324	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF128	Tet_Inactivator	gb|AAB41059.1|ARO:3002884|iri	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline	family
MB-RF127	TEM	gb|ABB97007.1|ARO:3000924|TEM-55	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF072	macA	gb|BAO79432.1|ARO:3000785|cmeC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF048	CTX-M	gb|CAD99181.1|ARO:3001893|CTX-M-31	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF048	CTX-M	gb|ACB41777.1|ARO:3001947|CTX-M-87	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF124	SubclassB2	gb|AAP69912.1|ARO:3003100|cphA4	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	family
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	gb|AAA20117.1|ARO:3000195|tetB(P)	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF115	SHV	gb|AFQ23956.1|ARO:3001189|SHV-150	SHV related beta-lactamase (class a)	gene
MB-RF119	OKP-B	gb|CAG25813.2|ARO:3002434|OKP-B-1	varaint B of OKP related beta-lactamase (class a)	variant
MB-RF127	TEM	gb|ADA79630.1|ARO:3001037|TEM-171	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF072	macA	gb|AAB41956.1|ARO:3000800|MexC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF072	macA	gb|AAB41958.1|ARO:3000802|OprJ	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF127	TEM	gb|AAC36883.1|ARO:3000896|TEM-26	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF039	CMY-MOX-FOX	gb|AAK31368.1|ARO:3002021|CMY-10	A grouping of related CMY, MOX, FOX betalactamase (class C)	gene
MB-RF101	OXA-cluster8	gb|CCA94649.1|ARO:3001488|OXA-216	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF127	TEM	gb|AAS89983.1|ARO:3000976|TEM-113	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF061	GOB	gb|AAF04458.1|ARO:3000850|GOB-1	GOB beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000856]	gene
MB-RF097	OXA-cluster4	gb|AAC41449.1|ARO:3001398|OXA-3	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF048	CTX-M	gb|AIT97310.1|ARO:3003166|CTX-M-158	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF115	SHV	gb|AFC60795.1|ARO:3001183|SHV-141	SHV related beta-lactamase (class a)	gene
MB-RF048	CTX-M	gb|ABV81082.1|ARO:3001929|CTX-M-68	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF085	MexX	gb|AAC75136.1|ARO:3000793|mdtB	mexX: subunit of efflux pump conferring antibiotic resistance [ARO:3001214]	gene
MB-RF150	vanD	gb|AAM09849.1|ARO:3000005|vanD	VanD: D-Ala-D-Ala ligase that can synthesize D-Ala-D-Lac [ARO:3000005]	variant
MB-RF113	SHV-LEN-OKP	gb|AAF34334.1|ARO:3001078|SHV-20	A grouping of the related SHV, LEN, and OKP beta-lactamases (class a) [ARO:3000096]	family
MB-RF072	macA	gb|ACN32294.1|ARO:3000237|tolC	macA: subunit of efflux pump conferring antibiotic resistance [ARO:3000533]	gene
MB-RF127	TEM	gb|AAL29435.1|ARO:3000950|TEM-83	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF049	DHA	gb|AIT76103.1|ARO:3002148|DHA-17	DHA beta-lactamase (class c) [ARO:3000068]	gene
MB-RF115	SHV	gb|AFQ23963.1|ARO:3001196|SHV-157	SHV related beta-lactamase (class a)	gene
MB-RF119	OKP-B	gb|AAV80715.1|ARO:3002446|OKP-B-13	varaint B of OKP related beta-lactamase (class a)	variant
MB-RF115	SHV	gb|AFQ23967.1|ARO:3001200|SHV-161	SHV related beta-lactamase (class a)	gene
MB-RF033	CfxA	gb|AAV37206.1|ARO:3003096|CfxA5	CfxA cephalosporin (class a) [ARO:3001211]	gene
MB-RF018	APH3	gb|AAA26412.1|ARO:3002642|APH(3')-Ib	aminoglycoside phosphotransferase (APH3) [ARO:3000126]	gene
MB-RF127	TEM	gb|CAB92324.1|ARO:3000935|TEM-68	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF048	CTX-M	gb|ADY02546.1|ARO:3001961|CTX-M-102	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF040	CMY	gb|ACJ65711.1|ARO:3002055|CMY-44	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF040	CMY	gb|AAX58682.2|ARO:3002031|CMY-20	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF048	CTX-M	gb|AAF72530.1|ARO:3001877|CTX-M-14	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF040	CMY	gb|AIT76097.1|ARO:3002128|CMY-117	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF127	TEM	gb|ACF32746.1|ARO:3001029|TEM-163	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF049	DHA	gb|CDL68900.1|ARO:3002143|DHA-12	DHA beta-lactamase (class c) [ARO:3000068]	gene
MB-RF048	CTX-M	gb|AEM44651.1|ARO:3001968|CTX-M-108	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF118	OKP-A	gb|CAG25815.2|ARO:3002419|OKP-A-2	variant A of OKP beta-lactamase (class a)	variant
MB-RF101	OXA-cluster8	gb|ACD45467.1|ARO:3001655|OXA-138	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF100	OXA-cluster7	gb|AAG35608.1|ARO:3001421|OXA-26	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF100	OXA-cluster7	gb|ADB28891.1|ARO:3001663|OXA-160	OXA beta-lactamase (cluster 7), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF040	CMY	gb|ADY19254.1|ARO:3002072|CMY-58	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF127	TEM	gb|ABD60314.1|ARO:3001005|TEM-142	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF107	ramA	gb|BAB56495.1|ARO:3000746|mepR	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF128	Tet_Inactivator	gb|ARB93503.1|ARO:3004603|tet(56)	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline	family
MB-RF065	IND	gb|ADK38716.1|ARO:3002269|IND-14	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
MB-RF127	TEM	gb|CAA66659.1|ARO:3000911|TEM-42	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF099	OXA-cluster6	gb|AEV91554.1|ARO:3001714|OXA-215	OXA beta-lactamase (cluster 6), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF063	IMP	gb|CAE48334.1|ARO:3002207|IMP-16	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF104	PER	gb|AEI54993.1|ARO:3002369|PER-7	PER beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF040	CMY	gb|AEM97673.1|ARO:3002074|CMY-61	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF095	OXA-cluster2	gb|AGC60012.1|ARO:3001786|OXA-244	OXA beta-lactamase (cluster 2), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF008	adeB	gb|AAL14440.1|ARO:3000775|adeB	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	gene
MB-RF101	OXA-cluster8	gb|ADI58619.1|ARO:3001659|OXA-175	OXA beta-lactamase (cluster 8), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF086	MFSAntibioticEffluxPump	gb|BAB43543.1|ARO:3002132|DHA-1	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF109	robA	gb|BAE77933.1|ARO:3000518|CRP	robA: transcriptional activator of AcrAB antibiotic efflux pump [ARO:3000825]	gene
MB-RF065	IND	gb|ABS29619.1|ARO:3000841|CGB-1	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
MB-RF067	KPC	gb|AIH07017.1|ARO:3002329|KPC-19	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	gene
MB-RF008	adeB	gb|CAC14595.1|ARO:3003056|smeE	adeB: membrane fusion protein of multidrug efflux complex [ARO:3000775]	gene
MB-RF115	SHV	gb|ACV32634.1|ARO:3001171|SHV-124	SHV related beta-lactamase (class a)	gene
MB-RF048	CTX-M	gb|AGW25368.1|ARO:3002000|CTX-M-142	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF127	TEM	gb|AEG64812.1|ARO:3001374|TEM-185	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF058	ErmC	gb|AAA98296.1|ARO:3000250|ErmC	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF071	LRA-B	gb|ACH58994.1|ARO:3002512|LRA-17	LRA beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000852]	variant
MB-RF048	CTX-M	gb|ADL27532.1|ARO:3001958|CTX-M-99	CTX-M beta-lactamase (class a) [ARO:3000016]	family
MB-RF127	TEM	gb|AAK17194.1|ARO:3000931|TEM-63	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF065	IND	gb|ADA13241.1|ARO:3002266|IND-10	IND beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000060]	gene
MB-RF115	SHV	gb|AFN82060.1|ARO:3001091|SHV-33	SHV related beta-lactamase (class a)	gene
MB-RF058	ErmC	gb|AAL68827.1|ARO:3000605|Erm(36)	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
