Accession	family	query_name	Resfams_description	Ontology_Level
RF0146	thym_sym	DLFM03_00229|S16_TMP_144|gene-3|-|629-1423|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00230|S16_TMP_142|gene-4|+|1790-2323|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00231|S16_TMP_80|gene-2|+|164-925|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00231|S16_TMP_80|gene-3|+|1100-1411|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00232|S16_TMP_84|gene-2|+|597-1430|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00233|S16_TMP_88|gene-2|+|469-1317|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00233|S16_TMP_88|gene-3|+|1487-1969|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00234|S16_TMP_198|gene-2|+|403-1197|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0011	Acetyltransf_1	DLFM03_00234|S16_TMP_198|gene-3|+|1220-1705|complete	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00234|S16_TMP_198|gene-4|+|1705-2217|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00237|S16_TMP_207|gene-2|-|88-579|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00237|S16_TMP_207|gene-3|-|576-1496|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00240|S16_TMP_12|gene-2|+|510-1190|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00240|S16_TMP_12|gene-3|+|1226-1723|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0009	ABC1	DLFM03_00241|S16_PEN_10|gene-1|-|74-1474|complete	PF03109.11 ABC1 family [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00242|S16_TMP_175|gene-2|+|939-1733|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00242|S16_TMP_175|gene-3|+|1889-2383|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00243|S16_DCS_72|gene-2|+|200-1222|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00247|S16_TMP_76|gene-3|+|824-1849|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00247|S16_TMP_76|gene-4|+|1846-2358|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00248|S16_TMP_71|gene-2|+|182-670|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00250|S16_TMP_197|gene-3|+|900-1358|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00251|S16_TMP_195|gene-2|-|194-697|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00251|S16_TMP_195|gene-3|-|694-1488|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00252|S16_TMP_192|gene-2|-|312-812|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00252|S16_TMP_192|gene-3|-|809-1261|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00253|S16_TMP_191|gene-3|+|777-1280|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00256|S16_DCS_39|gene-2|+|177-1334|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00257|S16_DCS_36|gene-1|-|50-1105|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00259|S15_TMP_3|gene-4|+|1505-2017|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00260|S15_TMP_4|gene-2|+|817-1314|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0102	MFS_1	DLFM03_00262|S15_TET_3|gene-2|+|232-1725|complete	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	variant
RF0063	DHFR_1	DLFM03_00267|S15_TMP_2|gene-1|-|99-593|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00267|S15_TMP_2|gene-2|-|652-1452|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0060	Dala_Dala_lig_C	DLFM03_00269|S15_DCS_4|gene-2|-|89-1087|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00270|S15_TMP_21|gene-2|-|618-1112|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00270|S15_TMP_21|gene-3|-|1115-1909|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00271|S15_TMP_25|gene-2|+|295-1089|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00272|S15_TMP_28|gene-2|-|830-1318|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00272|S15_TMP_28|gene-3|-|1315-2271|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0060	Dala_Dala_lig_C	DLFM03_00273|S15_DCS_31|gene-3|-|1296-2294|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00274|S15_TMP_30|gene-2|-|349-837|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0140	efflux_Bcr_CflA	DLFM03_00275|S15_CHL_10|gene-2|-|1150-2361|complete	"TIGR00710 efflux Bcr CflA: drug resistance transporter, Bcr/CflA subfamily" [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00276|S15_DCS_38|gene-2|+|427-1383|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00277|S15_DCS_43|gene-2|-|183-1148|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00278|S15_TMP_19|gene-2|+|578-1393|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00278|S15_TMP_19|gene-3|+|1417-1941|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00279|S15_TMP_14|gene-2|+|1422-1988|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00279|S15_TMP_14|gene-3|+|2018-2518|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00281|S15_TMP_62|gene-2|-|686-1603|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00285|S15_SXT_5|gene-2|+|1215-2009|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00287|S15_TMP_57|gene-2|+|695-1228|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00288|S15_SXT_9|gene-2|-|575-1102|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00288|S15_SXT_9|gene-3|-|1105-1899|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00289|S15_SXT_2|gene-2|+|343-1137|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0060	Dala_Dala_lig_C	DLFM03_00291|S14_DCS_2|gene-3|-|1214-2236|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00292|S14_TMP_9|gene-3|-|709-1221|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00294|S14_DCS_23|gene-2|+|176-1156|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00295|S14_TMP_25|gene-3|+|1324-1824|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00296|S14_TMP_26|gene-2|-|940-1788|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00298|S14_TMP_41|gene-3|-|1236-1763|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00298|S14_TMP_41|gene-4|-|1778-2626|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00299|S14_TMP_40|gene-2|+|186-665|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00300|S14_TMP_39|gene-2|-|326-793|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00300|S14_TMP_39|gene-3|-|865-1659|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0102	MFS_1	DLFM03_00301|S14_TET_6|gene-2|-|341-2050|complete	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	variant
RF0075	FmrO	DLFM03_00302|S14_GEN_2|gene-2|+|663-959|complete	PF07091.6 Ribosomal RNA methyltransferase (FmrO) [ARO:3000000]	gene
RF0075	FmrO	DLFM03_00302|S14_GEN_2|gene-3|+|1090-1542|complete	PF07091.6 Ribosomal RNA methyltransferase (FmrO) [ARO:3000000]	gene
RF0060	Dala_Dala_lig_C	DLFM03_00303|S14_DCS_9|gene-2|-|1345-2469|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00304|S14_DCS_3|gene-2|-|472-1428|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00305|S14_DCS_6|gene-2|+|1105-2022|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0170	TetR_N	DLFM03_00306|S14_CHL_2|gene-2|-|239-904|complete	PF00440.18_Bacterial regulatory proteins, tetR family	variant
RF0140	efflux_Bcr_CflA	DLFM03_00306|S14_CHL_2|gene-3|+|1094-2305|complete	"TIGR00710 efflux Bcr CflA: drug resistance transporter, Bcr/CflA subfamily" [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00307|S14_DCS_26|gene-1|-|105-1070|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00309|S14_DCS_19|gene-3|-|1798-2823|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00310|S14_CHL_12|gene-3|-|799-1593|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0102	MFS_1	DLFM03_00310|S14_CHL_12|gene-4|-|1699-2910|complete	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	variant
RF0063	DHFR_1	DLFM03_00311|S14_TMP_14|gene-2|+|567-758|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0032	APH	DLFM03_00311|S14_TMP_14|gene-4|+|1182-2183|complete	PF01636.18 Phosphotransferase enzyme family [ARO:3000000]	family
RF0060	Dala_Dala_lig_C	DLFM03_00312|S14_DCS_12|gene-2|+|699-1535|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00314|S13_TMP_84|gene-2|-|363-911|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00316|S13_TMP_65|gene-2|+|164-958|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00316|S13_TMP_65|gene-3|+|955-1497|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00317|S13_DCS_24|gene-3|-|1175-2173|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00319|S13_TMP_111|gene-1|+|118-519|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0102	MFS_1	DLFM03_00320|S13_CHL_3|gene-2|+|856-2028|complete	PF07690.11 Major Facilitator Superfamily [ARO:0010002]	variant
RF0144	D_ala_D_ala	DLFM03_00321|S13_DCS_1037|gene-2|-|487-1623|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00322|S13_DCS_1034|gene-2|+|214-1212|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0011	Acetyltransf_1	DLFM03_00323|S13_GEN_1015|gene-2|+|762-1202|complete	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00324|S13_SXT_1065|gene-2|-|388-1209|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00326|S13_TMP_49|gene-3|+|881-1897|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0146	thym_sym	DLFM03_00327|S13_SXT_1070|gene-1|+|107-880|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00327|S13_SXT_1070|gene-2|+|892-1374|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00328|S13_TMP_112|gene-5|-|1969-2481|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0011	Acetyltransf_1	DLFM03_00330|S13_DCS_28|gene-4|+|1385-1876|complete	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	variant
RF0008	ABC_tran	DLFM03_00330|S13_DCS_28|gene-5|+|1903-2655|complete	PF00005.22 ABC transporter [ARO:0010001]	gene
RF0075	FmrO	DLFM03_00332|S13_CHL_1001|gene-2|+|634-1428|complete	PF07091.6 Ribosomal RNA methyltransferase (FmrO) [ARO:3000000]	gene
RF0011	Acetyltransf_1	DLFM03_00332|S13_CHL_1001|gene-3|-|1845-2351|complete	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	variant
RF0008	ABC_tran	DLFM03_00332|S13_CHL_1001|gene-6|-|4516-5562|complete	PF00005.22 ABC transporter [ARO:0010001]	gene
RF0063	DHFR_1	DLFM03_00333|S13_TMP_44|gene-2|-|709-1215|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00334|S13_SXT_8|gene-2|-|773-1249|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00334|S13_SXT_8|gene-3|-|1246-2073|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00335|S13_SXT_4|gene-4|-|1102-1632|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00336|S13_TMP_1023|gene-3|-|1907-2410|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00338|S13_DCS_38|gene-2|+|1457-2392|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00340|S13_TMP_75|gene-3|+|798-1592|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00340|S13_TMP_75|gene-4|+|1725-2225|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00344|S13_TMP_104|gene-2|+|498-992|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00346|S13_SXT_5|gene-2|+|824-1294|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00349|S13_TMP_120|gene-2|+|416-751|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00349|S13_TMP_120|gene-3|+|748-1242|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00350|S13_SXT_1005|gene-2|-|90-584|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00350|S13_SXT_1005|gene-3|-|581-1438|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0060	Dala_Dala_lig_C	DLFM03_00353|S13_DCS_14|gene-2|-|588-1586|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00355|S13_TMP_1005|gene-4|+|1364-2191|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00356|S13_SXT_1034|gene-1|-|25-531|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0095	Methyltransf_18	DLFM03_00359|S13_GEN_1027|gene-5|+|2540-3406|complete	PF12847.2 Methyltransferase domain [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00361|S13_TMP_17|gene-3|+|974-2071|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00362|S13_TMP_15|gene-3|-|1485-1973|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00363|S13_TMP_52|gene-4|-|1570-2064|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00364|S13_SXT_1061|gene-3|-|2061-2567|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00366|S13_TMP_32|gene-2|+|568-1050|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00368|S13_DCS_1046|gene-4|-|2234-3208|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00369|S13_SXT_1049|gene-5|-|1700-2566|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0077	Glyoxalase	DLFM03_00370|S13_TET_1009|gene-4|-|2370-2714|complete	PF00903.20 Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily [ARO:3000000]	gene
RF0061	Dala_Dala_lig_N	DLFM03_00371|S13_DCS_3|gene-2|+|810-1370|complete	PF01820.16 D-ala D-ala ligase N-terminus [ARO:3000000]	variant
RF0143	drrA	DLFM03_00373|S13_TET_1012|gene-4|+|1819-2796|complete	"TIGR01188 drrA: daunorubicin resistance ABC transporter, ATP-binding protein" [ARO:3000000]	gene
RF0010	ABC2_membrane	DLFM03_00373|S13_TET_1012|gene-5|+|2793-3608|complete	PF01061.19 ABC-2 type transporter [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00374|S13_DCS_40|gene-2|-|198-1139|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00375|S13_TMP_8|gene-2|+|290-817|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0025	Aminotran_4	DLFM03_00376|S13_DCS_22|gene-2|+|634-1695|complete	PF01063.14 Aminotransferase class IV [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00377|S13_DCS_42|gene-2|+|647-1627|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00378|S13_DCS_41|gene-4|-|1928-2905|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0024	Aminotran_1_2	DLFM03_00379|S13_DCS_29|gene-2|+|311-1354|complete	PF00155.16 Aminotransferase class I and II [ARO:3000000]	family
RF0060	Dala_Dala_lig_C	DLFM03_00379|S13_DCS_29|gene-3|+|1351-2418|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00381|S13_TMP_1043|gene-4|-|1650-2141|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0095	Methyltransf_18	DLFM03_00381|S13_TMP_1043|gene-5|-|2138-2995|complete	PF12847.2 Methyltransferase domain [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00382|S13_TMP_1042|gene-2|-|629-1117|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0144	D_ala_D_ala	DLFM03_00384|S13_DCS_1027|gene-2|-|503-1645|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00385|S13_DCS_1026|gene-1|-|263-1123|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0012	Acetyltransf_3	DLFM03_00386|S13_CAZ_1007|gene-3|-|835-1347|complete	PF13302.1 Acetyltransferase (GNAT) domain [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00388|S12_SXT_12|gene-2|+|701-1186|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00389|S12_SXT_16|gene-3|-|804-1295|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00390|S12_TMP_57|gene-2|+|137-637|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00391|S12_TMP_58|gene-2|+|775-1287|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00392|S12_TMP_149|gene-2|+|730-1290|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00394|S12_TMP_105|gene-1|+|222-1016|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00394|S12_TMP_105|gene-2|+|1037-1522|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00395|S12_SXT_8|gene-2|+|385-870|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00395|S12_SXT_8|gene-3|-|867-1787|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00396|S12_SXT_3|gene-2|+|93-914|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00396|S12_SXT_3|gene-3|+|918-1409|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0063	DHFR_1	DLFM03_00397|S12_TMP_102|gene-3|-|839-1327|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00399|S12_TMP_28|gene-2|-|833-1975|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0139	Thymidylat_synt	DLFM03_00399|S12_TMP_28|gene-3|-|1965-2138|complete	PF00303.14 Thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00400|S12_SXT_1|gene-2|-|487-984|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0125	SubclassB3	DLFM03_00404|S12_CAZ_5|gene-2|+|995-1879|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
RF0146	thym_sym	DLFM03_00405|S12_TMP_17|gene-2|+|222-1016|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00405|S12_TMP_17|gene-3|+|1013-1501|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0148	Transpeptidase	DLFM03_00406|S12_CAZ_9|gene-2|+|494-2713|complete	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	family
RF0148	Transpeptidase	DLFM03_00406|S12_CAZ_9|gene-3|+|2802-4730|complete	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	family
RF0060	Dala_Dala_lig_C	DLFM03_00407|S12_DCS_33|gene-2|+|111-1043|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00408|S12_DCS_34|gene-2|-|220-1347|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0060	Dala_Dala_lig_C	DLFM03_00409|S12_DCS_26|gene-2|+|748-1692|complete	PF07478.8 D-ala D-ala ligase C-terminus [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00410|S12_TMP_67|gene-2|+|410-889|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00410|S12_TMP_67|gene-3|-|886-1593|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0025	Aminotran_4	DLFM03_00412|S12_DCS_52|gene-1|-|26-1090|complete	PF01063.14 Aminotransferase class IV [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00415|S12_DCS_42|gene-3|-|2138-3115|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0144	D_ala_D_ala	DLFM03_00417|S12_DCS_49|gene-3|-|2656-3675|complete	TIGR01205 D ala D alaTIGR: D-alanine--D-alanine ligase [ARO:3000000]	variant
RF0063	DHFR_1	DLFM03_00418|S12_TMP_84|gene-2|-|635-1165|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
RF0146	thym_sym	DLFM03_00418|S12_TMP_84|gene-3|-|1162-1956|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	variant
RF0146	thym_sym	DLFM03_00420|S12_TMP_129|gene-2|+|687-1481|complete	TIGR03284 thym sym: thymidylate synthase [ARO:3000000]	family
RF0063	DHFR_1	DLFM03_00420|S12_TMP_129|gene-3|+|1478-1993|complete	PF00186.14 Dihydrofolate reductase [ARO:3000745]	variant
