Accession	family	query_name	Resfams_description	Ontology_Level
MB-RF125	SubclassB3	DLFM12_01591|DFP02SR1_TZP_145|gene-1|+|55-918|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF125	SubclassB3	DLFM12_01697|DFP02SR1_TZP_539|gene-2|-|95-1027|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF145	TetY	DLFM12_01749|DFP03SR1_CHL_41|gene-1|+|65-1294|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF144	TetX	DLFM12_01788|DFP03SR1_DOX_256|gene-1|-|24-1160|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF139	TetW	DLFM12_01853|DFP03SR1_DOX_899|gene-1|+|180-2099|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF140	TetO	DLFM12_01910|DFP03SR1_DOX_1271|gene-1|-|462-2339|complete	"tetO: tetracycline resistance ribosomal protection protein" [ARO:3000190]	gene
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM12_01911|DFP03SR1_DOX_1275|gene-2|-|876-2849|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF022	baeR	DLFM12_02059|DFP03SR1_FOX_232|gene-2|+|459-1160|complete	baeR: subunit of gene modulating antibiotic efflux [ARO:3000828]	gene
MB-RF159	VEB	DLFM12_02292|DFP04SR1_CAZ_3|gene-2|+|269-1162|complete	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF145	TetY	DLFM12_02299|DFP04SR1_CHL_11|gene-3|-|886-2100|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF145	TetY	DLFM12_02317|DFP04SR1_CHL_57|gene-2|+|543-1718|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF159	VEB	DLFM12_02347|DFP04SR1_CTX_1|gene-2|+|417-1349|complete	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF051	DIM-GIM	DLFM12_02349|DFP04SR1_CTX_9|gene-2|-|395-1123|complete	"A grouping of the related DIM and GIM beta-lactamases (subclass B1 (metallo-) beta-lactamases)" [ARO:3000848;ARO:3000845]	gene
MB-RF129	TetA	DLFM12_02561|DFP04SR1_DOX_3|gene-1|+|64-1254|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM12_02563|DFP04SR1_DOX_8|gene-2|-|937-2907|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM12_02565|DFP04SR1_DOX_26|gene-2|+|539-2512|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	DLFM12_02573|DFP04SR1_DOX_55|gene-2|+|1405-2484|complete	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	family
MB-RF144	TetX	DLFM12_02577|DFP04SR1_DOX_65|gene-2|+|1177-2349|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF140	TetO	DLFM12_02580|DFP04SR1_DOX_71|gene-2|-|213-2132|complete	"tetO: tetracycline resistance ribosomal protection protein" [ARO:3000190]	gene
MB-RF132	TetD	DLFM12_02590|DFP04SR1_DOX_91|gene-2|-|353-1567|complete	tetD: tetracycline resistance MFS efflux pump [ARO:3000168]	gene
MB-RF096	OXA-cluster3	DLFM12_02591|DFP04SR1_FEP_1|gene-2|+|1167-2048|complete	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF003	AAC3-I	DLFM12_02606|DFP04SR1_GEN_1|gene-3|+|929-1789|complete	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	DLFM12_02620|DFP04SR1_GEN_35|gene-2|+|568-1326|complete	16S ribosomal RNA methyltransferase [ARO:3000857]	family
MB-RF034	ClassA	DLFM12_02632|DFP04SR1_PEN_24|gene-2|-|174-1070|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM12_02634|DFP04SR1_PEN_30|gene-3|+|723-1619|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM12_02642|DFP04SR1_PEN_41|gene-2|-|369-1244|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF093	OXA	DLFM12_02646|DFP04SR1_PEN_52|gene-4|-|1825-2625|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF097	OXA-cluster4	DLFM12_02648|DFP04SR1_PEN_66|gene-2|+|479-1285|complete	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF159	VEB	DLFM12_02662|DFP04SR1_PEN_102|gene-3|-|648-1580|complete	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF093	OXA	DLFM12_02669|DFP04SR1_PEN_120|gene-3|-|518-1378|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF036	ClassC-AmpC	DLFM12_02684|DFP04SR1_PEN_164|gene-2|-|667-1827|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF030	CARB	DLFM12_02695|DFP04SR1_PEN_180|gene-5|-|2098-2967|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF034	ClassA	DLFM12_02696|DFP04SR1_PEN_183|gene-2|+|825-1250|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM12_02696|DFP04SR1_PEN_183|gene-3|+|1205-1576|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM12_02697|DFP04SR1_PIP_3|gene-3|+|729-1625|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF030	CARB	DLFM12_02701|DFP04SR1_PIP_8|gene-2|-|374-1270|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF034	ClassA	DLFM12_02705|DFP04SR1_PIP_15|gene-3|+|585-1481|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM12_02715|DFP04SR1_PIP_27|gene-2|+|646-1521|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF030	CARB	DLFM12_02758|DFP04SR1_PIP_138|gene-3|-|1121-1990|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF034	ClassA	DLFM12_02953|DFP04SR1_TZP_20|gene-1|-|22-918|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF125	SubclassB3	DLFM12_02959|DFP05SR1_CAZ_13|gene-3|+|661-1659|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF063	IMP	DLFM12_02960|DFP05SR1_CAZ_14|gene-2|+|571-1311|complete	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF086	MFSAntibioticEffluxPump	DLFM12_02980|DFP05SR1_CHL_36|gene-1|-|201-1427|complete	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF063	IMP	DLFM12_03022|DFP05SR1_CTX_3|gene-3|-|1313-2053|complete	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF002	AAC3	DLFM12_03223|DFP05SR1_DOX_17|gene-2|-|327-803|complete	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
MB-RF006	ABCAntibioticEffluxPump	DLFM12_03232|DFP05SR1_FOX_10|gene-2|+|313-1068|complete	ATP-binding cassette (ABC) antibiotic efflux pump [ARO:0010001]	family
MB-RF036	ClassC-AmpC	DLFM12_03322|DFP05SR1_PEN_18|gene-1|+|286-1461|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF030	CARB	DLFM12_03329|DFP05SR1_PEN_30|gene-2|-|417-1304|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF093	OXA	DLFM12_03335|DFP05SR1_PIP_9|gene-1|+|40-888|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF063	IMP	DLFM12_03352|DFP05SR1_PIP_37|gene-3|-|1343-2083|complete	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
MB-RF030	CARB	DLFM12_03353|DFP05SR1_PIP_39|gene-2|+|166-1062|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF125	SubclassB3	DLFM12_03655|DFP05SR1_TZP_109|gene-2|+|507-1421|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF093	OXA	DLFM12_03672|DFP06SR1_ATM_1|gene-1|-|116-904|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF159	VEB	DLFM12_03673|DFP06SR1_ATM_3|gene-2|-|205-1080|complete	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF036	ClassC-AmpC	DLFM12_04116|DFP06SR1_PEN_3|gene-1|+|419-1594|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM12_04117|DFP06SR1_PEN_4|gene-2|+|568-1701|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF036	ClassC-AmpC	DLFM12_04118|DFP06SR1_PIP_3|gene-2|+|497-1672|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF144	TetX	DLFM12_04372|DFP06SR1_TGC_37|gene-2|+|1072-2193|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF145	TetY	DLFM12_04714|DFP07SR1_CHL_85|gene-2|-|153-1367|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF034	ClassA	DLFM12_04765|DFP07SR2_PEN_76|gene-4|+|1522-2397|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF014	ANT3	DLFM12_04769|DFP07SR2_PEN_117|gene-2|+|1426-2205|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF097	OXA-cluster4	DLFM12_04769|DFP07SR2_PEN_117|gene-3|+|2282-3109|complete	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF159	VEB	DLFM12_04781|DFP07SR2_PEN_222|gene-3|-|753-1646|complete	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF030	CARB	DLFM12_04798|DFP07SR2_PEN_334|gene-2|-|308-1177|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF127	TEM	DLFM12_04813|DFP07SR2_PIP_172|gene-1|+|49-909|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF030	CARB	DLFM12_04815|DFP07SR2_PIP_182|gene-2|-|263-1132|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF097	OXA-cluster4	DLFM12_04816|DFP07SR2_PIP_195|gene-4|-|1066-1893|complete	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF014	ANT3	DLFM12_04816|DFP07SR2_PIP_195|gene-5|-|1970-2749|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF096	OXA-cluster3	DLFM12_04816|DFP07SR2_PIP_195|gene-6|-|2874-3704|complete	OXA beta-lactamase (cluster 3), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF159	VEB	DLFM12_04826|DFP07SR2_PIP_288|gene-2|+|308-1201|complete	VEB beta-lactamases (class a) -- Separated from VEB-PER	gene
MB-RF014	ANT3	DLFM12_05330|DFP07SR2_TZP_146|gene-1|-|110-889|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM12_05598|DFP08SR2_DOX_10|gene-2|+|850-2823|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF140	TetO	DLFM12_05605|DFP08SR2_DOX_27|gene-2|-|628-2547|complete	"tetO: tetracycline resistance ribosomal protection protein" [ARO:3000190]	gene
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	DLFM12_05617|DFP08SR2_GEN_17|gene-2|+|268-1002|complete	16S ribosomal RNA methyltransferase [ARO:3000857]	family
MB-RF004	AAC6-I	DLFM12_05618|DFP08SR2_GEN_19|gene-2|+|928-1464|complete	Aminoglycoside Acetyltransferase (AAC6-I) [ARO:3001207]	variant
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM12_05632|DFP08SR2_PEN_33|gene-4|+|932-2065|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF012	ANT	DLFM12_05635|DFP08SR2_PEN_48|gene-1|-|69-461|complete	Aminoglycoside Nucleotidyltransferase	family
MB-RF125	SubclassB3	DLFM12_06133|DFP08SR2_TZP_531|gene-2|+|1243-2103|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF093	OXA	DLFM12_06133|DFP08SR2_TZP_531|gene-3|+|2100-2879|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF093	OXA	DLFM12_06146|DFP08SR2_TZP_763|gene-7|-|3430-4236|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF145	TetY	DLFM12_06169|DFP09SR2_CHL_18|gene-1|+|127-1263|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF129	TetA	DLFM12_06406|DFP09SR2_DOX_18|gene-3|-|418-1608|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF093	OXA	DLFM12_06615|DFP09SR2_PEN_71|gene-2|-|1000-1812|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF093	OXA	DLFM12_06619|DFP09SR2_PEN_122|gene-2|-|255-1175|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF030	CARB	DLFM12_06641|DFP09SR2_PEN_351|gene-2|+|236-1132|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF036	ClassC-AmpC	DLFM12_06642|DFP09SR2_PEN_381|gene-2|-|365-1615|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
MB-RF093	OXA	DLFM12_06654|DFP09SR2_PIP_240|gene-2|+|421-1554|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF058	ErmC	DLFM12_06828|DFP09SR2_TET_329|gene-2|-|215-1078|complete	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF058	ErmC	DLFM12_06850|DFP09SR2_TMP_16|gene-2|+|185-1048|complete	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF140	TetO	DLFM07_00010|040304_TET_8|gene-1|+|258-2177|complete	"tetO: tetracycline resistance ribosomal protection protein" [ARO:3000190]	gene
MB-RF139	TetW	DLFM07_00011|040304_TET_7|gene-1|+|313-2202|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF138	TetM	DLFM07_00016|040304_TET_2|gene-1|+|172-2091|complete	"tetM: tetracycline resistance ribosomal protection protein" [ARO:3000186]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00033|040304_AMX_3|gene-2|-|249-1382|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF144	TetX	DLFM07_00038|040301-040303_TGC_1|gene-2|-|344-1510|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF139	TetW	DLFM07_00044|040301-040303_TET_4|gene-1|+|647-2566|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF040	CMY	DLFM07_00054|040301-040303_CAZ_1|gene-2|+|496-1641|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF040	CMY	DLFM07_00056|040301-040303_CTX_1|gene-5|-|3185-4330|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF145	TetY	DLFM07_00064|040301-040303_CHL_3|gene-2|-|422-1654|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF102	OXY	DLFM07_00067|040301-040303_AMX_5|gene-1|-|65-934|complete	OXY beta-lactamases [ARO:3002388]	gene
MB-RF115	SHV	DLFM07_00068|040301-040303_AMX_4|gene-2|-|908-1768|complete	SHV related beta-lactamase (class a)	gene
MB-RF129	TetA	DLFM07_00077|040204_TET_7|gene-2|+|94-1320|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF140	TetO	DLFM07_00081|040204_TET_3|gene-2|-|1062-2981|complete	"tetO: tetracycline resistance ribosomal protection protein" [ARO:3000190]	gene
MB-RF142	Tetracycline_Resistance_MFS_Efflux_Pump	DLFM07_00085|040204_TET_17|gene-2|+|1448-2527|complete	tetracycline resistance MFS efflux pump: selectively pump out tetracycline or tetracycline derivatives [ARO:3000239]	family
MB-RF129	TetA	DLFM07_00111|040203_TGC_3|gene-2|+|429-1628|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
MB-RF115	SHV	DLFM07_00116|040203_PIP_2|gene-2|-|321-1181|complete	SHV related beta-lactamase (class a)	gene
MB-RF021	APH6	DLFM07_00120|040203_TZP_7|gene-2|+|150-986|complete	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	gene
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00132|040203_PEN_4|gene-5|+|1793-2926|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF040	CMY	DLFM07_00148|040203_PEN_11|gene-4|-|1870-3015|complete	CMY betalactamase (class C) [ARO:3000069]	gene
MB-RF139	TetW	DLFM07_00188|040201-040202_TET_1|gene-2|-|1027-2946|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF143	Tetracycline_Resistance_Ribosomal_Protection_Protein	DLFM07_00192|040201-040202_TET_14|gene-2|+|944-2917|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00197|040201-040202_PEN_1|gene-1|-|63-1196|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	family
MB-RF031	CblA	DLFM07_00198|040201-040202_CAZ_1|gene-2|+|1163-2053|complete	CblA beta-lactamases (class a)	gene
MB-RF139	TetW	DLFM07_00221|040101_TET_13|gene-5|-|2832-4751|complete	"tetW: tetracycline resistance ribosomal protection protein" [ARO:3000194]	gene
MB-RF140	TetO	DLFM07_00224|040101_TET_10|gene-3|-|2012-3931|complete	"tetO: tetracycline resistance ribosomal protection protein" [ARO:3000190]	gene
MB-RF127	TEM	DLFM07_00254|040101_PEN_29|gene-3|+|2271-3131|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
MB-RF001	16S_Ribosomal_RNA_Methyltransferase	DLFM07_00280|040101_GEN_4|gene-3|+|385-1164|complete	16S ribosomal RNA methyltransferase [ARO:3000857]	family
MB-RF060	GMR	DLFM07_00293|040101_CHL_7|gene-3|+|1059-2159|complete	determinant of Gene Modulating Resistance	gene
MB-RF145	TetY	DLFM07_00295|040101_CHL_5|gene-3|-|967-2199|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF109	robA	DLFM07_00312|040101_CHL_18|gene-2|+|422-1255|complete	robA: transcriptional activator of AcrAB antibiotic efflux pump [ARO:3000825]	gene
MB-RF145	TetY	DLFM07_00320|040101_CHL_10|gene-5|-|1775-3007|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF145	TetY	DLFM07_00330|0607-0607a_TGC_3|gene-1|+|190-1599|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF145	TetY	DLFM07_00338|0607-0607a_TET_4|gene-2|+|368-1627|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF145	TetY	DLFM07_00342|0607-0607a_TET_1|gene-2|-|250-1443|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF107	ramA	DLFM07_00347|0607-0607a_TET_15|gene-2|+|742-1083|complete	ramA: gene modulating antibiotic efflux [ARO:3000823]	gene
MB-RF030	CARB	DLFM07_00355|0607-0607a_PIP_1|gene-2|+|283-1167|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF090	NDM-CcrA	DLFM07_00356|0607-0607a_TZP_3|gene-2|+|266-1153|complete	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	family
MB-RF034	ClassA	DLFM07_00357|0607-0607a_TZP_2|gene-2|+|117-1007|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF034	ClassA	DLFM07_00359|0607-0607a_PEN_9|gene-1|+|326-1237|complete	Class A beta-lactamase [ARO:3000078]	family
MB-RF066	KHM	DLFM07_00363|0607-0607a_PEN_5|gene-3|+|603-1328|complete	KHM beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000847]	gene
MB-RF093	OXA	DLFM07_00364|0607-0607a_PEN_4|gene-2|-|485-1522|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF003	AAC3-I	DLFM07_00369|0607-0607a_GEN_4|gene-3|-|944-1720|complete	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF003	AAC3-I	DLFM07_00370|0607-0607a_GEN_3|gene-2|+|139-966|complete	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
MB-RF044	ACT	DLFM07_00374|0607-0607a_CAZ_1|gene-1|+|223-1368|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF050	DIM-GIM-SIM	DLFM07_00381|0607-0607a_AMX_5|gene-1|-|19-747|complete	"A grouping of the related DIM, GIM, and SIM beta-lactamases (subclass B1 (metallo-) beta-lactamases)" [ARO:3000848;ARO:3000845;ARO:3000846]	gene
MB-RF097	OXA-cluster4	DLFM07_00395|0606-3a_PIP_4|gene-3|+|1584-2411|complete	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF014	ANT3	DLFM07_00425|0606-3a_PIP_14|gene-2|-|933-1838|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF125	SubclassB3	DLFM07_00431|0606-3a_TZP_8|gene-3|-|620-1531|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF014	ANT3	DLFM07_00446|0606-3a_PEN_6|gene-2|+|428-1258|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
MB-RF097	OXA-cluster4	DLFM07_00449|0606-3a_PEN_3|gene-2|+|1245-2198|complete	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF086	MFSAntibioticEffluxPump	DLFM07_00457|0606-3a_CHL_1|gene-3|-|1142-2308|complete	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF128	Tet_Inactivator	DLFM07_00461|0407-3a_TET_2|gene-2|+|867-1181|complete	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline	family
MB-RF099	OXA-cluster6	DLFM07_00465|0407-3a_PEN_1|gene-2|-|1459-2301|complete	OXA beta-lactamase (cluster 6), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF145	TetY	DLFM07_00469|0407-3a_CHL_1|gene-2|+|581-1813|complete	tetY: tetracycline resistance MFS efflux pump [ARO:3000182]	gene
MB-RF030	CARB	DLFM07_00476|0406-3a_PIP_4|gene-2|-|1090-1971|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF125	SubclassB3	DLFM07_00480|0406-3a_TZP_2|gene-2|-|944-1855|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
MB-RF044	ACT	DLFM07_00491|0406-3a_PEN_12|gene-2|+|478-1623|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF030	CARB	DLFM07_00492|0406-3a_PEN_11|gene-3|-|2716-3597|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
MB-RF086	MFSAntibioticEffluxPump	DLFM07_00498|0406-3a_CHL_4|gene-2|+|693-1967|complete	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF086	MFSAntibioticEffluxPump	DLFM07_00501|0406-3a_CHL_1|gene-1|+|239-1402|complete	major facilitator superfamily (MFS) antibiotic efflux pump	family
MB-RF093	OXA	DLFM07_00502|0406-3a_ATM_1|gene-3|+|934-1935|complete	OXA beta-lactamase, part of ClassD beta-lactamase [ARO:3000017]	gene
MB-RF044	ACT	DLFM07_00503|0406-3a_AMX_8|gene-2|+|284-1429|complete	ACT betalactamase (class C) [ARO:3000072]	gene
MB-RF097	OXA-cluster4	DLFM07_00506|0406-3a_AMX_5|gene-2|+|470-1297|complete	OXA beta-lactamase (cluster 4), part of ClassD beta-lactamase [ARO:3000017]	variant
MB-RF058	ErmC	DLFM07_00524|0402_TGC_39|gene-4|-|1432-2232|complete	ErmC: Erm 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000250]	variant
MB-RF128	Tet_Inactivator	DLFM07_00524|0402_TGC_39|gene-5|+|2673-3026|complete	Enzymes or other gene products which hydroxylate tetracycline and other tetracycline	family
MB-RF144	TetX	DLFM07_00524|0402_TGC_39|gene-6|+|3181-3837|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF144	TetX	DLFM07_00526|0402_TGC_37|gene-2|+|451-1587|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
MB-RF144	TetX	DLFM07_00533|0402_TGC_30|gene-4|+|1981-2502|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
