Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
gb|ABA71727.1|ARO:3002926|vanRG	vanR	VanG-type vancomycin resistance DNA-binding response regulator VanR	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	235	235	100.00	100.00	235	WP_021418928.1	VanG-type vancomycin resistance DNA-binding response regulator VanR	NF033117.2	VanR-ABDEGLN family response regulator transcription factor
gb|ABA71728.1|ARO:3002937|vanSG	vanS	VanG-type vancomycin resistance histidine kinase VanS	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	368	368	100.00	100.00	368	WP_021418927.1	VanG-type vancomycin resistance histidine kinase VanS	NF033091.0	vancomycin resistance histidine kinase VanS
gb|ABA71729.1|ARO:3002959|vanYG1	vanY-G1	D-Ala-D-Ala carboxypeptidase VanY-G1	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	279	279	100.00	100.00	279	WP_021418926.1	D-Ala-D-Ala carboxypeptidase VanY-G1	NF000473.1	VanY-B/VanY-G family D-Ala-D-Ala carboxypeptidase
gb|ABA71730.1|ARO:3002965|vanWG	vanW	glycopeptide resistance accessory protein VanW-G	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	281	281	100.00	100.00	281	WP_021419095.1	glycopeptide resistance accessory protein VanW-G	NF033123.1	glycopeptide resistance accessory protein VanW-G
gb|ABA71731.1|ARO:3002909|vanG	vanG	D-alanine--D-serine ligase VanG	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	349	349	100.00	100.00	349	WP_021418924.1	D-alanine--D-serine ligase VanG	NF000091.3	D-alanine--D-serine ligase VanG
gb|ABA71732.1|ARO:3003069|vanXYG	vanXY	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	254	254	100.00	100.00	254	WP_063856782.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G	NF000149.1	D-Ala-D-Ala dipeptidase/D-Ala-D-Ala carboxypeptidase VanXY-G
gb|ABA71733.1|ARO:3002972|vanTG	vanT	membrane-bound serine racemase VanT-G	core	AMR	AMR	GLYCOPEPTIDE	VANCOMYCIN	EXACTP	712	712	100.00	100.00	712	WP_021418922.1	membrane-bound serine racemase VanT-G	NF033131.1	VanT-G-like membrane-bound serine racemase
gb|ABA81355.1|ARO:3004291|Rhodobacter	blaRHO	RHO family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	380	380	100.00	100.00	380	WP_011339581.1	RHO family class C beta-lactamase	NF033575.1	RHO family class C beta-lactamase
gb|ABB17185.1|ARO:3001914|CTX-M-52	blaCTX-M-52	class A extended-spectrum beta-lactamase CTX-M-52	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860061.1	class A extended-spectrum beta-lactamase CTX-M-52	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABB43029.1|ARO:3002539|AAC(3)-IV	aac(3)-IV	aminoglycoside N-acetyltransferase AAC(3)-IV	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTP	258	258	100.00	100.00	258	WP_001199192.1	aminoglycoside N-acetyltransferase AAC(3)-IV	NF033081.0	AAC(3)-IV family aminoglycoside N-acetyltransferase
gb|ABB59946.1|ARO:3001943|CTX-M-82	blaCTX-M-82	class A extended-spectrum beta-lactamase CTX-M-82	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860081.1	class A extended-spectrum beta-lactamase CTX-M-82	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABB71176.1|ARO:3003020|dfrA25	dfrA25	trimethoprim-resistant dihydrofolate reductase DfrA25	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	BLASTP	152	157	96.82	100.00	152	WP_029391998.1	trimethoprim-resistant dihydrofolate reductase DfrA25	NF000330.1	trimethoprim-resistant dihydrofolate reductase DfrA
gb|ABB72225.1|ARO:3001915|CTX-M-53	blaCTX-M-53	class A extended-spectrum beta-lactamase CTX-M-53	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_012579062.1	class A extended-spectrum beta-lactamase CTX-M-53	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABB72431.1|ARO:3002033|CMY-22	blaCMY-22	class C beta-lactamase CMY-22	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063859829.1	class C beta-lactamase CMY-22	NF000191.1	CMY-2 family class C beta-lactamase
gb|ABB84515.1|ARO:3001014|TEM-147	blaTEM-147	class A extended-spectrum beta-lactamase TEM-147	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864859.1	class A extended-spectrum beta-lactamase TEM-147	NF000531.2	TEM family class A beta-lactamase
gb|ABB89122.1|ARO:3002861|dfrA5	dfrA5	trimethoprim-resistant dihydrofolate reductase DfrA5	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	157	157	100.00	100.00	157	WP_001317507.1	trimethoprim-resistant dihydrofolate reductase DfrA5	NF000330.1	trimethoprim-resistant dihydrofolate reductase DfrA
gb|ABB97007.1|ARO:3000924|TEM-55	blaTEM-55	class A broad-spectrum beta-lactamase TEM-55	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864938.1	class A broad-spectrum beta-lactamase TEM-55	NF000531.2	TEM family class A beta-lactamase
gb|ABC17627.1|ARO:3002547|AAC(6')-Ib-cr	aac(6')-Ib-cr	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/QUINOLONE	BLASTP	199	184	100.00	99.46	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NF033074.0	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase
gb|ABC17628.1|ARO:3002719|QnrB5	qnrB	quinolone resistance pentapeptide repeat protein QnrB5	core	AMR	AMR	QUINOLONE	QUINOLONE	EXACTP	226	214	100.00	100.00	214	WP_063866143.1	quinolone resistance pentapeptide repeat protein QnrB5	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
gb|ABC17629.1|ARO:3002716|QnrB3	qnrB	quinolone resistance pentapeptide repeat protein QnrB3	core	AMR	AMR	QUINOLONE	QUINOLONE	EXACTP	226	214	100.00	100.00	214	WP_047731800.1	quinolone resistance pentapeptide repeat protein QnrB3	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
gb|ABC17630.2|ARO:3002718|QnrB4	qnrB	quinolone resistance pentapeptide repeat protein QnrB4	core	AMR	AMR	QUINOLONE	QUINOLONE	EXACTP	215	214	100.00	100.00	214	WP_017900990.1	quinolone resistance pentapeptide repeat protein QnrB4	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
gb|ABC18328.3|ARO:3001916|CTX-M-54	blaCTX-M-54	class A extended-spectrum beta-lactamase CTX-M-54	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860062.1	class A extended-spectrum beta-lactamase CTX-M-54	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABC26006.1|ARO:3001624|OXA-84	blaOXA-84	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-84	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063864537.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-84	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABC26007.1|ARO:3001623|OXA-83	blaOXA-83	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-83	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_057046497.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-83	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABC54571.1|ARO:3001139|SHV-85	blaSHV-85	class A broad-spectrum beta-lactamase SHV-85	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864713.1	class A broad-spectrum beta-lactamase SHV-85	NF000285.3	SHV family class A beta-lactamase
gb|ABC58727.1|ARO:3001140|SHV-86	blaSHV-86	class A extended-spectrum beta-lactamase SHV-86	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864714.1	class A extended-spectrum beta-lactamase SHV-86	NF000285.3	SHV family class A beta-lactamase
gb|ABC61637.1|ARO:3001632|OXA-92	blaOXA-92	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-92	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_059262713.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-92	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABC68330.1|ARO:3002640|APH(3'')-Ic	aph(3'')-Ic	aminoglycoside O-phosphotransferase APH(3'')-Ic	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	254	254	100.00	100.00	254	WP_063841015.1	aminoglycoside O-phosphotransferase APH(3'')-Ic	NF032896.1	APH(3'') family aminoglycoside O-phosphotransferase
gb|ABC84263.1|ARO:3001704|OXA-87	blaOXA-87	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-87	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_032491656.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-87	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABC86904.2|ARO:3002714|QnrB1	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEP	214	214	100.00	100.00	214	WP_014386481.1	quinolone resistance pentapeptide repeat protein QnrB1	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
gb|ABC88434.1|ARO:3002213|IMP-22	blaIMP-22	subclass B1 metallo-beta-lactamase IMP-22	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	246	246	100.00	100.00	246	WP_063860581.1	subclass B1 metallo-beta-lactamase IMP-22	NF012147.1	IMP family subclass B1 metallo-beta-lactamase
gb|ABC94518.1|ARO:3002283|VIM-13	blaVIM-13	subclass B1 metallo-beta-lactamase VIM-13	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	266	266	100.00	100.00	266	WP_063865168.1	subclass B1 metallo-beta-lactamase VIM-13	NF012100.0	VIM family subclass B1 metallo-beta-lactamase
gb|ABC96711.1|ARO:3001016|TEM-149	blaTEM-149	class A extended-spectrum beta-lactamase TEM-149	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864860.1	class A extended-spectrum beta-lactamase TEM-149	NF000531.2	TEM family class A beta-lactamase
gb|ABD48715.1|ARO:3001626|OXA-88	blaOXA-88	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-88	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063864540.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-88	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABD58917.1|ARO:3002615|aadA15	aadA15	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	263	263	100.00	100.00	263	WP_025672409.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA15	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
gb|ABD60314.1|ARO:3001005|TEM-142	blaTEM-142	class A beta-lactamase TEM-142	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864855.1	class A beta-lactamase TEM-142	NF000531.2	TEM family class A beta-lactamase
gb|ABD73290.1|ARO:3001920|CTX-M-59	blaCTX-M-59	class A extended-spectrum beta-lactamase CTX-M-59	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860065.1	class A extended-spectrum beta-lactamase CTX-M-59	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABE03012.1|ARO:3001625|OXA-89	blaOXA-89	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-89	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063864541.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-89	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF06441.1|ARO:3002034|CMY-23	blaCMY-23	class C beta-lactamase CMY-23	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_000976515.1	class C beta-lactamase CMY-23	NF000191.1	CMY-2 family class C beta-lactamase
gb|ABF47469.1|ARO:3002790|QnrS1	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEP	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NF000056.3	QnrS family quinolone resistance pentapeptide repeat protein
gb|ABF47470.1|ARO:3002791|QnrS2	qnrS2	quinolone resistance pentapeptide repeat protein QnrS2	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEP	218	218	100.00	100.00	218	WP_012537714.1	quinolone resistance pentapeptide repeat protein QnrS2	NF000056.3	QnrS family quinolone resistance pentapeptide repeat protein
gb|ABF47914.1|ARO:3001627|OXA-91	blaOXA-91	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-91	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_001021776.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-91	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF47916.1|ARO:3001628|OXA-93	blaOXA-93	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-93	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063864542.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-93	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF47917.1|ARO:3001629|OXA-94	blaOXA-94	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_029424390.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-94	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF47918.1|ARO:3001630|OXA-95	blaOXA-95	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-95	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_031960432.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-95	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF47919.1|ARO:3001631|OXA-96	blaOXA-96	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	280	280	100.00	100.00	280	WP_063864543.1	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase OXA-96	NF000500.2	OXA-58 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF50909.1|ARO:3002521|OCH-8	blaOCH-8	class C extended-spectrum beta-lactamase OCH-8	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	390	390	100.00	100.00	390	WP_063860894.1	class C extended-spectrum beta-lactamase OCH-8	NF000264.2	OCH family class C extended-spectrum beta-lactamase
gb|ABF50983.1|ARO:3001437|OXA-67	blaOXA-67	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-67	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_063864529.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-67	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABF70513.1|ARO:3002221|IMP-30	blaIMP-30	subclass B1 metallo-beta-lactamase IMP-30	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	246	246	100.00	100.00	246	WP_063860589.1	subclass B1 metallo-beta-lactamase IMP-30	NF012147.1	IMP family subclass B1 metallo-beta-lactamase
gb|ABG49324.1|ARO:3002609|aadA9	aadA9	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	299	278	100.00	100.00	278	WP_010991842.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
gb|ABG56269.1|ARO:3002724|QnrB10	qnrB	quinolone resistance pentapeptide repeat protein QnrB10	core	AMR	AMR	QUINOLONE	QUINOLONE	EXACTP	226	214	100.00	100.00	214	WP_032492467.1	quinolone resistance pentapeptide repeat protein QnrB10	NF000420.1	QnrB family quinolone resistance pentapeptide repeat protein
gb|ABG65740.1|ARO:3002879|linG	lnu(F)	lincosamide nucleotidyltransferase Lnu(F)	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	EXACTP	273	273	100.00	100.00	273	WP_000939727.1	lincosamide nucleotidyltransferase Lnu(F)	NF000119.1	lincosamide nucleotidyltransferase Lnu(F)
gb|ABG72894.1|ARO:3002621|aadA24	aadA25	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	BLASTP	259	263	98.48	99.61	259	WP_024131607.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA25	NF012157.0	ANT(3'')-I family aminoglycoside nucleotidyltransferase
gb|ABG77582.1|ARO:3001021|TEM-155	blaTEM-155	class A extended-spectrum beta-lactamase TEM-155	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864866.1	class A extended-spectrum beta-lactamase TEM-155	NF000531.2	TEM family class A beta-lactamase
gb|ABG91835.1|ARO:3002860|dfrA17	dfrA17	trimethoprim-resistant dihydrofolate reductase DfrA17	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	157	157	100.00	100.00	157	WP_001389366.1	trimethoprim-resistant dihydrofolate reductase DfrA17	NF000330.1	trimethoprim-resistant dihydrofolate reductase DfrA
gb|ABH04327.1|ARO:3001144|SHV-92	blaSHV-92	class A beta-lactamase SHV-92	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_032491784.1	class A beta-lactamase SHV-92	NF000285.3	SHV family class A beta-lactamase
gb|ABH10964.1|ARO:3002830|vgaALC	vga(A)-LC	ABC-F type ribosomal protection protein Vga(A)-LC	core	AMR	AMR	LINCOSAMIDE	LINCOSAMIDE	ALLELEP	522	522	100.00	100.00	522	WP_002449123.1	ABC-F type ribosomal protection protein Vga(A)-LC	NF000170.1	Vga family ABC-F type ribosomal protection protein
gb|ABI18382.1|ARO:3003855|ADC-10	blaADC-10	class C extended-spectrum beta-lactamase ADC-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	388	388	100.00	100.00	388	WP_063857786.1	class C extended-spectrum beta-lactamase ADC-10	NF000425.2	ADC family extended-spectrum class C beta-lactamase
gb|ABI20451.1|ARO:3003741|mphE	mph(E)	Mph(E) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	MACROLIDE	EXACTP	294	294	100.00	100.00	294	WP_000155092.1	Mph(E) family macrolide 2'-phosphotransferase	NF012158.1	Mph(E) family macrolide 2'-phosphotransferase
gb|ABI20482.1|ARO:3003021|dfrB2	dfrB2	trimethoprim-resistant dihydrofolate reductase DfrB2	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTP	78	78	100.00	100.00	78	WP_015060228.1	trimethoprim-resistant dihydrofolate reductase DfrB2	NF000331.1	trimethoprim-resistant dihydrofolate reductase DfrB
gb|ABI34705.1|ARO:3001917|CTX-M-55	blaCTX-M-55	class A extended-spectrum beta-lactamase CTX-M-55	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_015387340.1	class A extended-spectrum beta-lactamase CTX-M-55	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABI50486.1|ARO:3002707|QnrA1	qnrA1	quinolone resistance pentapeptide repeat protein QnrA1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEP	218	218	100.00	100.00	218	WP_012579084.1	quinolone resistance pentapeptide repeat protein QnrA1	NF000071.4	QnrA family quinolone resistance pentapeptide repeat protein
gb|ABI53716.1|ARO:3001649|OXA-99	blaOXA-99	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-99	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_017816859.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-99	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABI74447.1|ARO:3001019|TEM-152	blaTEM-152	inhibitor-resistant class A extended-spectrum beta-lactamase TEM-152	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864863.1	inhibitor-resistant class A extended-spectrum beta-lactamase TEM-152	NF000531.2	TEM family class A beta-lactamase
gb|ABI74448.1|ARO:3001018|TEM-151	blaTEM-151	inhibitor-resistant class A extended-spectrum beta-lactamase TEM-151	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864862.1	inhibitor-resistant class A extended-spectrum beta-lactamase TEM-151	NF000531.2	TEM family class A beta-lactamase
gb|ABI81768.1|ARO:3001023|TEM-157	blaTEM-157	class A extended-spectrum beta-lactamase TEM-157	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864867.1	class A extended-spectrum beta-lactamase TEM-157	NF000531.2	TEM family class A beta-lactamase
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTP	267	267	100.00	100.00	267	WP_010794532.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NF032895.1	aminoglycoside O-phosphotransferase APH(3'')-Ib
gb|ABK34773.1|ARO:3003868|ADC-25	blaADC-25	class C beta-lactamase ADC-25	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	383	383	100.00	100.00	383	WP_001211217.1	class C beta-lactamase ADC-25	NF000425.2	ADC family extended-spectrum class C beta-lactamase
gb|ABK34774.1|ARO:3001615|OXA-66	blaOXA-66	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	274	274	100.00	100.00	274	WP_001021792.1	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66	NF000268.2	OXA-51 family carbapenem-hydrolyzing class D beta-lactamase
gb|ABK58097.1|ARO:3004825|LAP-1	blaLAP-1	class A beta-lactamase LAP-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	285	285	100.00	100.00	285	WP_031942394.1	class A beta-lactamase LAP-1	NF000383.2	LAP family class A beta-lactamase
gb|ABL67017.1|ARO:3001823|ACT-3	blaACT-3	cephalosporin-hydrolyzing class C beta-lactamase ACT-3	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	381	381	100.00	100.00	381	WP_063857773.1	cephalosporin-hydrolyzing class C beta-lactamase ACT-3	NF000385.4	ACT family cephalosporin-hydrolyzing class C beta-lactamase
gb|ABM54868.1|ARO:3002373|VEB-4	blaVEB-4	class A extended-spectrum beta-lactamase VEB-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	299	299	100.00	100.00	299	WP_063865159.1	class A extended-spectrum beta-lactamase VEB-4	NF000390.2	VEB family class A extended-spectrum beta-lactamase
gb|ABM54869.1|ARO:3001025|TEM-159	blaTEM-159	inhibitor-resistant class A broad-spectrum beta-lactamase TEM-159	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864869.1	inhibitor-resistant class A broad-spectrum beta-lactamase TEM-159	NF000531.2	TEM family class A beta-lactamase
gb|ABM54870.1|ARO:3001026|TEM-160	blaTEM-160	inhibitor-resistant class A broad-spectrum beta-lactamase TEM-160	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEP	286	286	100.00	100.00	286	WP_063864871.1	inhibitor-resistant class A broad-spectrum beta-lactamase TEM-160	NF000531.2	TEM family class A beta-lactamase
gb|ABM67078.1|ARO:3002210|IMP-19	blaIMP-19	subclass B1 metallo-beta-lactamase IMP-19	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	246	246	100.00	100.00	246	WP_032491874.1	subclass B1 metallo-beta-lactamase IMP-19	NF012147.1	IMP family subclass B1 metallo-beta-lactamase
gb|ABM68358.1|ARO:3002215|IMP-24	blaIMP-24	subclass B1 metallo-beta-lactamase IMP-24	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEP	246	246	100.00	100.00	246	WP_063860583.1	subclass B1 metallo-beta-lactamase IMP-24	NF012147.1	IMP family subclass B1 metallo-beta-lactamase
gb|ABM97538.1|ARO:3001919|CTX-M-58	blaCTX-M-58	class A extended-spectrum beta-lactamase CTX-M-58	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860064.1	class A extended-spectrum beta-lactamase CTX-M-58	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
gb|ABN09669.1|ARO:3001922|CTX-M-61	blaCTX-M-61	class A extended-spectrum beta-lactamase CTX-M-61	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEP	291	291	100.00	100.00	291	WP_063860067.1	class A extended-spectrum beta-lactamase CTX-M-61	NF033089.1	CTX-M family class A extended-spectrum beta-lactamase
