Accession	family	query_name	Resfams_description	Ontology_Level
RF0053	ClassA	DLFM12_02696|DFP04SR1_PEN_183|gene-2|+|825-1250|complete	Class A beta-lactamase [ARO:3000078]	family
RF0053	ClassA	DLFM12_02696|DFP04SR1_PEN_183|gene-3|+|1205-1576|complete	Class A beta-lactamase [ARO:3000078]	family
RF0053	ClassA	DLFM12_02697|DFP04SR1_PIP_3|gene-3|+|729-1625|complete	Class A beta-lactamase [ARO:3000078]	family
RF0044	CARB-PSE	DLFM12_02701|DFP04SR1_PIP_8|gene-2|-|374-1270|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0044	CARB-PSE	DLFM12_02705|DFP04SR1_PIP_15|gene-3|+|585-1481|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0053	ClassA	DLFM12_02715|DFP04SR1_PIP_27|gene-2|+|646-1521|complete	Class A beta-lactamase [ARO:3000078]	family
RF0044	CARB-PSE	DLFM12_02758|DFP04SR1_PIP_138|gene-3|-|1121-1990|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0053	ClassA	DLFM12_02953|DFP04SR1_TZP_20|gene-1|-|22-918|complete	Class A beta-lactamase [ARO:3000078]	family
RF0125	SubclassB3	DLFM12_02959|DFP05SR1_CAZ_13|gene-3|+|661-1659|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
RF0080	IMP	DLFM12_02960|DFP05SR1_CAZ_14|gene-2|+|571-1311|complete	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02963|DFP05SR1_CHL_4|gene-2|+|1070-1600|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02965|DFP05SR1_CHL_6|gene-3|-|1270-1890|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02966|DFP05SR1_CHL_7|gene-2|-|559-1212|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02984|DFP05SR1_CHL_47|gene-2|+|688-1314|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02990|DFP05SR1_CHL_57|gene-4|+|1626-1928|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02992|DFP05SR1_CHL_59|gene-1|-|257-874|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02994|DFP05SR1_CHL_61|gene-2|-|806-1438|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_02998|DFP05SR1_CHL_77|gene-2|-|724-1344|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0080	IMP	DLFM12_03022|DFP05SR1_CTX_3|gene-3|-|1313-2053|complete	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0003	AAC3-I	DLFM12_03223|DFP05SR1_DOX_17|gene-2|-|327-803|complete	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	variant
RF0055	ClassC-AmpC	DLFM12_03322|DFP05SR1_PEN_18|gene-1|+|286-1461|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0044	CARB-PSE	DLFM12_03329|DFP05SR1_PEN_30|gene-2|-|417-1304|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0056	ClassD	DLFM12_03335|DFP05SR1_PIP_9|gene-1|+|40-888|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0080	IMP	DLFM12_03352|DFP05SR1_PIP_37|gene-3|-|1343-2083|complete	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	gene
RF0044	CARB-PSE	DLFM12_03353|DFP05SR1_PIP_39|gene-2|+|166-1062|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0125	SubclassB3	DLFM12_03655|DFP05SR1_TZP_109|gene-2|+|507-1421|complete	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	family
RF0056	ClassD	DLFM12_03672|DFP06SR1_ATM_1|gene-1|-|116-904|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0161	VEB-PER	DLFM12_03673|DFP06SR1_ATM_3|gene-2|-|205-1080|complete	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_03675|DFP06SR1_CHL_9|gene-2|+|318-965|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0055	ClassC-AmpC	DLFM12_04116|DFP06SR1_PEN_3|gene-1|+|419-1594|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM12_04117|DFP06SR1_PEN_4|gene-2|+|568-1701|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0055	ClassC-AmpC	DLFM12_04118|DFP06SR1_PIP_3|gene-2|+|497-1672|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0136	TetX	DLFM12_04372|DFP06SR1_TGC_37|gene-2|+|1072-2193|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04680|DFP07SR1_CHL_2|gene-2|+|722-1174|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04681|DFP07SR1_CHL_5|gene-2|+|374-631|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04684|DFP07SR1_CHL_11|gene-2|-|752-1444|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04685|DFP07SR1_CHL_12|gene-6|+|2399-3040|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04688|DFP07SR1_CHL_20|gene-1|-|132-752|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04689|DFP07SR1_CHL_23|gene-2|-|244-864|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04691|DFP07SR1_CHL_30|gene-2|-|694-1326|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04693|DFP07SR1_CHL_32|gene-3|-|1173-1835|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04694|DFP07SR1_CHL_33|gene-2|-|465-1106|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0051	Chlor_Efflux_Pump	DLFM12_04714|DFP07SR1_CHL_85|gene-2|-|153-1367|complete	chloramphenicol efflux pump [ARO:3001212]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_04718|DFP07SR1_CHL_98|gene-2|+|624-896|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0053	ClassA	DLFM12_04765|DFP07SR2_PEN_76|gene-4|+|1522-2397|complete	Class A beta-lactamase [ARO:3000078]	family
RF0027	ANT3	DLFM12_04769|DFP07SR2_PEN_117|gene-2|+|1426-2205|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0056	ClassD	DLFM12_04769|DFP07SR2_PEN_117|gene-3|+|2282-3109|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0161	VEB-PER	DLFM12_04781|DFP07SR2_PEN_222|gene-3|-|753-1646|complete	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	family
RF0044	CARB-PSE	DLFM12_04798|DFP07SR2_PEN_334|gene-2|-|308-1177|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0126	TEM	DLFM12_04813|DFP07SR2_PIP_172|gene-1|+|49-909|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0044	CARB-PSE	DLFM12_04815|DFP07SR2_PIP_182|gene-2|-|263-1132|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0056	ClassD	DLFM12_04816|DFP07SR2_PIP_195|gene-4|-|1066-1893|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0027	ANT3	DLFM12_04816|DFP07SR2_PIP_195|gene-5|-|1970-2749|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0056	ClassD	DLFM12_04816|DFP07SR2_PIP_195|gene-6|-|2874-3704|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0161	VEB-PER	DLFM12_04826|DFP07SR2_PIP_288|gene-2|+|308-1201|complete	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	family
RF0027	ANT3	DLFM12_05330|DFP07SR2_TZP_146|gene-1|-|110-889|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05346|DFP08SR2_ATM_34|gene-2|+|394-996|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05348|DFP08SR2_CHL_4|gene-2|+|638-1285|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05355|DFP08SR2_CHL_13|gene-2|-|560-1027|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05359|DFP08SR2_CHL_22|gene-3|+|798-1415|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05362|DFP08SR2_CHL_30|gene-3|+|798-1421|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05363|DFP08SR2_CHL_32|gene-2|-|624-1244|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05378|DFP08SR2_CHL_67|gene-1|+|306-938|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05380|DFP08SR2_CHL_76|gene-2|-|294-929|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_05384|DFP08SR2_CHL_82|gene-1|+|555-1181|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0135	tet_ribosomoal_protect	DLFM12_05598|DFP08SR2_DOX_10|gene-2|+|850-2823|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
RF0133	TetM-TetW-TetO-TetS	DLFM12_05605|DFP08SR2_DOX_27|gene-2|-|628-2547|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM12_05632|DFP08SR2_PEN_33|gene-4|+|932-2065|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0084	L1	DLFM12_06133|DFP08SR2_TZP_531|gene-2|+|1243-2103|complete	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	gene
RF0056	ClassD	DLFM12_06133|DFP08SR2_TZP_531|gene-3|+|2100-2879|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	DLFM12_06146|DFP08SR2_TZP_763|gene-7|-|3430-4236|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0051	Chlor_Efflux_Pump	DLFM12_06164|DFP09SR2_CHL_10|gene-3|-|1006-1866|complete	chloramphenicol efflux pump [ARO:3001212]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM12_06166|DFP09SR2_CHL_12|gene-2|+|354-1001|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0127	TetA	DLFM12_06406|DFP09SR2_DOX_18|gene-3|-|418-1608|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
RF0056	ClassD	DLFM12_06615|DFP09SR2_PEN_71|gene-2|-|1000-1812|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	DLFM12_06619|DFP09SR2_PEN_122|gene-2|-|255-1175|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0044	CARB-PSE	DLFM12_06641|DFP09SR2_PEN_351|gene-2|+|236-1132|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0055	ClassC-AmpC	DLFM12_06642|DFP09SR2_PEN_381|gene-2|-|365-1615|complete	Class C beta-lactamases [ARO:3000076;ARO:3000019]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00002|03C-000_CHL_7|gene-3|+|1056-1679|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00010|040304_TET_8|gene-1|+|258-2177|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00011|040304_TET_7|gene-1|+|313-2202|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00016|040304_TET_2|gene-1|+|172-2091|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00033|040304_AMX_3|gene-2|-|249-1382|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0136	TetX	DLFM07_00038|040301-040303_TGC_1|gene-2|-|344-1510|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
RF0133	TetM-TetW-TetO-TetS	DLFM07_00044|040301-040303_TET_4|gene-1|+|647-2566|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00054|040301-040303_CAZ_1|gene-2|+|496-1641|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00056|040301-040303_CTX_1|gene-5|-|3185-4330|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0053	ClassA	DLFM07_00067|040301-040303_AMX_5|gene-1|-|65-934|complete	Class A beta-lactamase [ARO:3000078]	family
RF0119	SHV-LEN	DLFM07_00068|040301-040303_AMX_4|gene-2|-|908-1768|complete	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00081|040204_TET_3|gene-2|-|1062-2981|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00085|040204_TET_17|gene-2|+|1448-2527|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00102|040204_CHL_1|gene-2|+|503-1126|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0127	TetA	DLFM07_00111|040203_TGC_3|gene-2|+|429-1628|complete	tetA: tetracycline resistance MFS efflux pump [ARO:3000165]	gene
RF0119	SHV-LEN	DLFM07_00116|040203_PIP_2|gene-2|-|321-1181|complete	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	family
RF0034	APH6	DLFM07_00120|040203_TZP_7|gene-2|+|150-986|complete	aminoglycoside phosphotransferase (APH3) [ARO:3000151]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00132|040203_PEN_4|gene-5|+|1793-2926|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00148|040203_PEN_11|gene-4|-|1870-3015|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0133	TetM-TetW-TetO-TetS	DLFM07_00188|040201-040202_TET_1|gene-2|-|1027-2946|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0135	tet_ribosomoal_protect	DLFM07_00192|040201-040202_TET_14|gene-2|+|944-2917|complete	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00197|040201-040202_PEN_1|gene-1|-|63-1196|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0046	CblA	DLFM07_00198|040201-040202_CAZ_1|gene-2|+|1163-2053|complete	CblA cephalosporin (class a) [ARO:3001209]	gene
RF0133	TetM-TetW-TetO-TetS	DLFM07_00221|040101_TET_13|gene-5|-|2832-4751|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00224|040101_TET_10|gene-3|-|2012-3931|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0126	TEM	DLFM07_00254|040101_PEN_29|gene-3|+|2271-3131|complete	TEM beta-lactamase (class a) [ARO:3000014]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00333|0607-0607a_TET_9|gene-2|-|1492-2121|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00334|0607-0607a_TET_8|gene-3|+|632-1273|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00335|0607-0607a_TET_7|gene-1|+|24-458|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0051	Chlor_Efflux_Pump	DLFM07_00338|0607-0607a_TET_4|gene-2|+|368-1627|complete	chloramphenicol efflux pump [ARO:3001212]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00339|0607-0607a_TET_3|gene-1|+|412-1050|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0051	Chlor_Efflux_Pump	DLFM07_00342|0607-0607a_TET_1|gene-2|-|250-1443|complete	chloramphenicol efflux pump [ARO:3001212]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00346|0607-0607a_TET_16|gene-3|+|667-1338|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0044	CARB-PSE	DLFM07_00355|0607-0607a_PIP_1|gene-2|+|283-1167|complete	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	family
RF0108	NDM-CcrA	DLFM07_00356|0607-0607a_TZP_3|gene-2|+|266-1153|complete	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	family
RF0053	ClassA	DLFM07_00357|0607-0607a_TZP_2|gene-2|+|117-1007|complete	Class A beta-lactamase [ARO:3000078]	family
RF0053	ClassA	DLFM07_00359|0607-0607a_PEN_9|gene-1|+|326-1237|complete	Class A beta-lactamase [ARO:3000078]	family
RF0082	KHM	DLFM07_00363|0607-0607a_PEN_5|gene-3|+|603-1328|complete	KHM beta-lactamases (subclass B1 (metallo-) beta-lactamase) [ARO:3000847]	gene
RF0056	ClassD	DLFM07_00364|0607-0607a_PEN_4|gene-2|-|485-1522|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0002	AAC3	DLFM07_00369|0607-0607a_GEN_4|gene-3|-|944-1720|complete	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0002	AAC3	DLFM07_00370|0607-0607a_GEN_3|gene-2|+|139-966|complete	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00374|0607-0607a_CAZ_1|gene-1|+|223-1368|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0064	DIM-GIM-SIM	DLFM07_00381|0607-0607a_AMX_5|gene-1|-|19-747|complete	"A grouping of the related DIM, GIM, and SIM beta-lactamases (subclass B1 (metallo-) beta-lactamases)" [ARO:3000848;ARO:3000845;ARO:3000846]	family
RF0056	ClassD	DLFM07_00395|0606-3a_PIP_4|gene-3|+|1584-2411|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0027	ANT3	DLFM07_00425|0606-3a_PIP_14|gene-2|-|933-1838|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0084	L1	DLFM07_00431|0606-3a_TZP_8|gene-3|-|620-1531|complete	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	gene
RF0027	ANT3	DLFM07_00446|0606-3a_PEN_6|gene-2|+|428-1258|complete	Aminoglycoside Nucleotidyltransferase (ANT3) [ARO:3000232]	gene
RF0056	ClassD	DLFM07_00449|0606-3a_PEN_3|gene-2|+|1245-2198|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0056	ClassD	DLFM07_00465|0407-3a_PEN_1|gene-2|-|1459-2301|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00466|0407-3a_CHL_4|gene-1|+|117-752|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00467|0407-3a_CHL_3|gene-2|+|438-1073|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	family
RF0053	ClassA	DLFM07_00476|0406-3a_PIP_4|gene-2|-|1090-1971|complete	Class A beta-lactamase [ARO:3000078]	family
RF0084	L1	DLFM07_00480|0406-3a_TZP_2|gene-2|-|944-1855|complete	L1 beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000582]	gene
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00491|0406-3a_PEN_12|gene-2|+|478-1623|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0053	ClassA	DLFM07_00492|0406-3a_PEN_11|gene-3|-|2716-3597|complete	Class A beta-lactamase [ARO:3000078]	family
RF0051	Chlor_Efflux_Pump	DLFM07_00498|0406-3a_CHL_4|gene-2|+|693-1967|complete	chloramphenicol efflux pump [ARO:3001212]	family
RF0051	Chlor_Efflux_Pump	DLFM07_00501|0406-3a_CHL_1|gene-1|+|239-1402|complete	chloramphenicol efflux pump [ARO:3001212]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00503|0406-3a_AMX_8|gene-2|+|284-1429|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0056	ClassD	DLFM07_00506|0406-3a_AMX_5|gene-2|+|470-1297|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0067	Erm23S_rRNA_methyltrans	DLFM07_00524|0402_TGC_39|gene-4|-|1432-2232|complete	Emr 23S ribosomal RNA methyltransferase: rRNA methyltransferase conferring antibiotic resistance [ARO:3000560]	family
RF0136	TetX	DLFM07_00537|0402_TGC_27|gene-1|+|425-1561|complete	tetX: tetracycline inactivation enzyme [ARO:3000205]	gene
RF0046	CblA	DLFM07_00556|05X-000_AMX_3|gene-4|-|2027-2929|complete	CblA cephalosporin (class a) [ARO:3001209]	gene
RF0056	ClassD	DLFM07_00564|05X-000_AMX_08|gene-2|+|662-1462|complete	Class D beta-lactamases [ARO:3000075;ARO:3000017]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00573|05D-000_TET_4|gene-2|-|1002-2921|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0133	TetM-TetW-TetO-TetS	DLFM07_00582|05D-000_TET_13|gene-1|+|540-2459|complete	"tetM, tetW, tetO, and tetS: tetracycline resistance ribosomal protection protein" [ARO:3000186;ARO:3000194;ARO:3000190;ARO:3000192]	family
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	DLFM07_00586|05D-000_PEN_2|gene-4|+|1229-2362|complete	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	gene
RF0002	AAC3	DLFM07_00588|05D-000_GEN_1|gene-2|+|1138-1998|complete	Aminoglycoside Acetyltransferase (AAC3) [ARO:3000322]	gene
RF0050	Chlor_Acetyltrans_CAT	DLFM07_00591|05D-000_CHL_7|gene-3|-|1783-2406|complete	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	gene
RF0105	MoxA	DLFM07_00599|05D-000_AMX_8|gene-1|+|1619-2512|complete	MoxA beta-lactamase (class a) [ARO:3001215]	gene
