Accession	family	query_name	Resfams_description
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104550|WP_063859871.1|1|1|blaCMY-81|blaCMY|hydrolase|class_C_beta-lactamase_CMY-81	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	681.2
MB-RF036	ClassC-AmpC	1028104550|WP_063859871.1|1|1|blaCMY-81|blaCMY|hydrolase|class_C_beta-lactamase_CMY-81	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.6
MB-RF040	CMY	1028104551|WP_063859872.1|1|1|blaCMY-82|blaCMY|hydrolase|class_C_beta-lactamase_CMY-82	CMY betalactamase (class C) [ARO:3000069]	839.9
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104551|WP_063859872.1|1|1|blaCMY-82|blaCMY|hydrolase|class_C_beta-lactamase_CMY-82	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	685.8
MB-RF036	ClassC-AmpC	1028104551|WP_063859872.1|1|1|blaCMY-82|blaCMY|hydrolase|class_C_beta-lactamase_CMY-82	Class C beta-lactamases [ARO:3000076;ARO:3000019]	654.5
MB-RF040	CMY	1028104552|WP_063859873.1|1|1|blaCMY-83|blaCMY|hydrolase|class_C_beta-lactamase_CMY-83	CMY betalactamase (class C) [ARO:3000069]	838.4
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104552|WP_063859873.1|1|1|blaCMY-83|blaCMY|hydrolase|class_C_beta-lactamase_CMY-83	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	684.6
MB-RF036	ClassC-AmpC	1028104552|WP_063859873.1|1|1|blaCMY-83|blaCMY|hydrolase|class_C_beta-lactamase_CMY-83	Class C beta-lactamases [ARO:3000076;ARO:3000019]	653.7
MB-RF040	CMY	1028104556|WP_063859877.1|1|1|blaCMY-85|blaCMY|hydrolase|class_C_beta-lactamase_CMY-85	CMY betalactamase (class C) [ARO:3000069]	838.8
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104556|WP_063859877.1|1|1|blaCMY-85|blaCMY|hydrolase|class_C_beta-lactamase_CMY-85	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	679.6
MB-RF036	ClassC-AmpC	1028104556|WP_063859877.1|1|1|blaCMY-85|blaCMY|hydrolase|class_C_beta-lactamase_CMY-85	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.4
MB-RF040	CMY	1028104567|WP_063859888.1|1|1|blaCMY-87|blaCMY|hydrolase|class_C_beta-lactamase_CMY-87	CMY betalactamase (class C) [ARO:3000069]	845.3
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104567|WP_063859888.1|1|1|blaCMY-87|blaCMY|hydrolase|class_C_beta-lactamase_CMY-87	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	686.7
MB-RF036	ClassC-AmpC	1028104567|WP_063859888.1|1|1|blaCMY-87|blaCMY|hydrolase|class_C_beta-lactamase_CMY-87	Class C beta-lactamases [ARO:3000076;ARO:3000019]	655.7
MB-RF040	CMY	1028104570|WP_063859891.1|1|1|blaCMY-89|blaCMY|hydrolase|class_C_beta-lactamase_CMY-89	CMY betalactamase (class C) [ARO:3000069]	839.9
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104570|WP_063859891.1|1|1|blaCMY-89|blaCMY|hydrolase|class_C_beta-lactamase_CMY-89	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	681.1
MB-RF036	ClassC-AmpC	1028104570|WP_063859891.1|1|1|blaCMY-89|blaCMY|hydrolase|class_C_beta-lactamase_CMY-89	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.0
MB-RF039	CMY-MOX-FOX	1028104576|WP_063859897.1|1|1|blaCMY-8b|blaMOX|hydrolase|CMY-1/MOX_family_class_C_beta-lactamase_CMY-8b	A grouping of related CMY, MOX, FOX betalactamase (class C)	856.2
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104576|WP_063859897.1|1|1|blaCMY-8b|blaMOX|hydrolase|CMY-1/MOX_family_class_C_beta-lactamase_CMY-8b	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	605.6
MB-RF036	ClassC-AmpC	1028104576|WP_063859897.1|1|1|blaCMY-8b|blaMOX|hydrolase|CMY-1/MOX_family_class_C_beta-lactamase_CMY-8b	Class C beta-lactamases [ARO:3000076;ARO:3000019]	582.4
MB-RF040	CMY	1028104588|WP_063859909.1|1|1|blaCMY-90|blaCMY|hydrolase|class_C_beta-lactamase_CMY-90	CMY betalactamase (class C) [ARO:3000069]	839.6
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104588|WP_063859909.1|1|1|blaCMY-90|blaCMY|hydrolase|class_C_beta-lactamase_CMY-90	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	682.1
MB-RF036	ClassC-AmpC	1028104588|WP_063859909.1|1|1|blaCMY-90|blaCMY|hydrolase|class_C_beta-lactamase_CMY-90	Class C beta-lactamases [ARO:3000076;ARO:3000019]	650.8
MB-RF040	CMY	1028104593|WP_063859914.1|1|1|blaCMY-93|blaCMY|hydrolase|class_C_beta-lactamase_CMY-93	CMY betalactamase (class C) [ARO:3000069]	837.6
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104593|WP_063859914.1|1|1|blaCMY-93|blaCMY|hydrolase|class_C_beta-lactamase_CMY-93	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	684.5
MB-RF036	ClassC-AmpC	1028104593|WP_063859914.1|1|1|blaCMY-93|blaCMY|hydrolase|class_C_beta-lactamase_CMY-93	Class C beta-lactamases [ARO:3000076;ARO:3000019]	654.0
MB-RF040	CMY	1028104594|WP_063859915.1|1|1|blaCMY-94|blaCMY|hydrolase|class_C_beta-lactamase_CMY-94	CMY betalactamase (class C) [ARO:3000069]	848.3
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104594|WP_063859915.1|1|1|blaCMY-94|blaCMY|hydrolase|class_C_beta-lactamase_CMY-94	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	685.2
MB-RF036	ClassC-AmpC	1028104594|WP_063859915.1|1|1|blaCMY-94|blaCMY|hydrolase|class_C_beta-lactamase_CMY-94	Class C beta-lactamases [ARO:3000076;ARO:3000019]	653.1
MB-RF040	CMY	1028104596|WP_063859916.1|1|1|blaCMY-95|blaCMY|hydrolase|class_C_beta-lactamase_CMY-95	CMY betalactamase (class C) [ARO:3000069]	846.0
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104596|WP_063859916.1|1|1|blaCMY-95|blaCMY|hydrolase|class_C_beta-lactamase_CMY-95	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	682.5
MB-RF036	ClassC-AmpC	1028104596|WP_063859916.1|1|1|blaCMY-95|blaCMY|hydrolase|class_C_beta-lactamase_CMY-95	Class C beta-lactamases [ARO:3000076;ARO:3000019]	650.1
MB-RF040	CMY	1028104597|WP_063859917.1|1|1|blaCMY-96|blaCMY|hydrolase|class_C_beta-lactamase_CMY-96	CMY betalactamase (class C) [ARO:3000069]	836.5
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104597|WP_063859917.1|1|1|blaCMY-96|blaCMY|hydrolase|class_C_beta-lactamase_CMY-96	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	678.9
MB-RF036	ClassC-AmpC	1028104597|WP_063859917.1|1|1|blaCMY-96|blaCMY|hydrolase|class_C_beta-lactamase_CMY-96	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.0
MB-RF040	CMY	1028104598|WP_063859918.1|1|1|blaCMY-97|blaCMY|hydrolase|class_C_beta-lactamase_CMY-97	CMY betalactamase (class C) [ARO:3000069]	844.6
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104598|WP_063859918.1|1|1|blaCMY-97|blaCMY|hydrolase|class_C_beta-lactamase_CMY-97	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	684.3
MB-RF036	ClassC-AmpC	1028104598|WP_063859918.1|1|1|blaCMY-97|blaCMY|hydrolase|class_C_beta-lactamase_CMY-97	Class C beta-lactamases [ARO:3000076;ARO:3000019]	654.1
MB-RF040	CMY	1028104599|WP_063859919.1|1|1|blaCMY-99|blaCMY|hydrolase|class_C_beta-lactamase_CMY-99	CMY betalactamase (class C) [ARO:3000069]	845.1
MB-RF038	CMY-LAT-MOX-ACT-MIR-FOX	1028104599|WP_063859919.1|1|1|blaCMY-99|blaCMY|hydrolase|class_C_beta-lactamase_CMY-99	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	683.4
MB-RF036	ClassC-AmpC	1028104599|WP_063859919.1|1|1|blaCMY-99|blaCMY|hydrolase|class_C_beta-lactamase_CMY-99	Class C beta-lactamases [ARO:3000076;ARO:3000019]	651.7
MB-RF159	VEB	1028104601|WP_063859920.1|1|1|blaCSP-1|blaCSP|hydrolase|class_A_extended-spectrum_beta-lactamase_CSP-1	VEB beta-lactamases (class a) -- Separated from VEB-PER	279.8
MB-RF034	ClassA	1028104601|WP_063859920.1|1|1|blaCSP-1|blaCSP|hydrolase|class_A_extended-spectrum_beta-lactamase_CSP-1	Class A beta-lactamase [ARO:3000078]	208.5
MB-RF048	CTX-M	1028104603|WP_063859921.1|1|1|blaCTX-M-101|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-101	CTX-M beta-lactamase (class a) [ARO:3000016]	625.1
MB-RF034	ClassA	1028104603|WP_063859921.1|1|1|blaCTX-M-101|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-101	Class A beta-lactamase [ARO:3000078]	390.9
MB-RF048	CTX-M	1028104605|WP_063859922.1|1|1|blaCTX-M-102|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-102	CTX-M beta-lactamase (class a) [ARO:3000016]	627.4
MB-RF034	ClassA	1028104605|WP_063859922.1|1|1|blaCTX-M-102|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-102	Class A beta-lactamase [ARO:3000078]	399.5
MB-RF048	CTX-M	1028104606|WP_063859923.1|1|1|blaCTX-M-103|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-103	CTX-M beta-lactamase (class a) [ARO:3000016]	625.6
MB-RF034	ClassA	1028104606|WP_063859923.1|1|1|blaCTX-M-103|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-103	Class A beta-lactamase [ARO:3000078]	390.3
MB-RF048	CTX-M	1028104608|WP_063859924.1|1|1|blaCTX-M-110|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-110	CTX-M beta-lactamase (class a) [ARO:3000016]	626.7
MB-RF034	ClassA	1028104608|WP_063859924.1|1|1|blaCTX-M-110|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-110	Class A beta-lactamase [ARO:3000078]	398.5
MB-RF048	CTX-M	1028104610|WP_063859925.1|1|1|blaCTX-M-111|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-111	CTX-M beta-lactamase (class a) [ARO:3000016]	626.3
MB-RF034	ClassA	1028104610|WP_063859925.1|1|1|blaCTX-M-111|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-111	Class A beta-lactamase [ARO:3000078]	398.0
MB-RF048	CTX-M	1028104611|WP_063859926.1|1|1|blaCTX-M-112|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-112	CTX-M beta-lactamase (class a) [ARO:3000016]	628.8
MB-RF034	ClassA	1028104611|WP_063859926.1|1|1|blaCTX-M-112|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-112	Class A beta-lactamase [ARO:3000078]	399.4
MB-RF048	CTX-M	1028104613|WP_063859927.1|1|1|blaCTX-M-113|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-113	CTX-M beta-lactamase (class a) [ARO:3000016]	629.2
MB-RF034	ClassA	1028104613|WP_063859927.1|1|1|blaCTX-M-113|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-113	Class A beta-lactamase [ARO:3000078]	401.1
MB-RF048	CTX-M	1028104614|WP_063859928.1|1|1|blaCTX-M-114|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-114	CTX-M beta-lactamase (class a) [ARO:3000016]	624.4
MB-RF034	ClassA	1028104614|WP_063859928.1|1|1|blaCTX-M-114|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-114	Class A beta-lactamase [ARO:3000078]	389.1
MB-RF048	CTX-M	1028104637|WP_063859932.1|1|1|blaCTX-M-122|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-122	CTX-M beta-lactamase (class a) [ARO:3000016]	628.6
MB-RF034	ClassA	1028104637|WP_063859932.1|1|1|blaCTX-M-122|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-122	Class A beta-lactamase [ARO:3000078]	402.9
MB-RF048	CTX-M	1028104660|WP_063859945.1|1|1|blaCTX-M-124|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-124	CTX-M beta-lactamase (class a) [ARO:3000016]	614.7
MB-RF034	ClassA	1028104660|WP_063859945.1|1|1|blaCTX-M-124|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-124	Class A beta-lactamase [ARO:3000078]	402.1
MB-RF048	CTX-M	1028104664|WP_063859946.1|1|1|blaCTX-M-125|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-125	CTX-M beta-lactamase (class a) [ARO:3000016]	628.6
MB-RF034	ClassA	1028104664|WP_063859946.1|1|1|blaCTX-M-125|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-125	Class A beta-lactamase [ARO:3000078]	401.3
MB-RF048	CTX-M	1028104669|WP_063859947.1|1|1|blaCTX-M-126|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-126	CTX-M beta-lactamase (class a) [ARO:3000016]	627.5
MB-RF034	ClassA	1028104669|WP_063859947.1|1|1|blaCTX-M-126|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-126	Class A beta-lactamase [ARO:3000078]	398.6
MB-RF048	CTX-M	1028104673|WP_063859948.1|1|1|blaCTX-M-129|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-129	CTX-M beta-lactamase (class a) [ARO:3000016]	627.1
MB-RF034	ClassA	1028104673|WP_063859948.1|1|1|blaCTX-M-129|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-129	Class A beta-lactamase [ARO:3000078]	398.1
MB-RF048	CTX-M	1028104678|WP_063859949.1|1|1|blaCTX-M-130|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-130	CTX-M beta-lactamase (class a) [ARO:3000016]	626.6
MB-RF034	ClassA	1028104678|WP_063859949.1|1|1|blaCTX-M-130|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-130	Class A beta-lactamase [ARO:3000078]	400.5
MB-RF048	CTX-M	1028104679|WP_063859950.1|1|1|blaCTX-M-131|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-131	CTX-M beta-lactamase (class a) [ARO:3000016]	613.5
MB-RF034	ClassA	1028104679|WP_063859950.1|1|1|blaCTX-M-131|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-131	Class A beta-lactamase [ARO:3000078]	401.9
MB-RF048	CTX-M	1028104684|WP_063859951.1|1|1|blaCTX-M-132|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-132	CTX-M beta-lactamase (class a) [ARO:3000016]	628.0
MB-RF034	ClassA	1028104684|WP_063859951.1|1|1|blaCTX-M-132|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-132	Class A beta-lactamase [ARO:3000078]	394.0
MB-RF048	CTX-M	1028104692|WP_063859952.1|1|1|blaCTX-M-134|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-134	CTX-M beta-lactamase (class a) [ARO:3000016]	627.9
MB-RF034	ClassA	1028104692|WP_063859952.1|1|1|blaCTX-M-134|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-134	Class A beta-lactamase [ARO:3000078]	399.8
MB-RF048	CTX-M	1028104695|WP_063859953.1|1|1|blaCTX-M-136|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-136	CTX-M beta-lactamase (class a) [ARO:3000016]	628.8
MB-RF034	ClassA	1028104695|WP_063859953.1|1|1|blaCTX-M-136|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-136	Class A beta-lactamase [ARO:3000078]	391.9
MB-RF048	CTX-M	1028104697|WP_063859954.1|1|1|blaCTX-M-137|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-137	CTX-M beta-lactamase (class a) [ARO:3000016]	630.0
MB-RF034	ClassA	1028104697|WP_063859954.1|1|1|blaCTX-M-137|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-137	Class A beta-lactamase [ARO:3000078]	398.7
MB-RF048	CTX-M	1028104703|WP_063859955.1|1|1|blaCTX-M-139|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-139	CTX-M beta-lactamase (class a) [ARO:3000016]	626.5
MB-RF034	ClassA	1028104703|WP_063859955.1|1|1|blaCTX-M-139|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-139	Class A beta-lactamase [ARO:3000078]	392.7
MB-RF048	CTX-M	1028104710|WP_063859956.1|1|1|blaCTX-M-141|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-141	CTX-M beta-lactamase (class a) [ARO:3000016]	613.8
MB-RF034	ClassA	1028104710|WP_063859956.1|1|1|blaCTX-M-141|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-141	Class A beta-lactamase [ARO:3000078]	403.9
MB-RF048	CTX-M	1028104711|WP_063859957.1|1|1|blaCTX-M-142|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-142	CTX-M beta-lactamase (class a) [ARO:3000016]	626.8
MB-RF034	ClassA	1028104711|WP_063859957.1|1|1|blaCTX-M-142|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-142	Class A beta-lactamase [ARO:3000078]	391.8
MB-RF048	CTX-M	1028104712|WP_063859958.1|1|1|blaCTX-M-147|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-147	CTX-M beta-lactamase (class a) [ARO:3000016]	627.3
MB-RF034	ClassA	1028104712|WP_063859958.1|1|1|blaCTX-M-147|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-147	Class A beta-lactamase [ARO:3000078]	397.1
MB-RF048	CTX-M	1028104713|WP_063859959.1|1|1|blaCTX-M-150|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-150	CTX-M beta-lactamase (class a) [ARO:3000016]	623.3
MB-RF034	ClassA	1028104713|WP_063859959.1|1|1|blaCTX-M-150|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-150	Class A beta-lactamase [ARO:3000078]	386.4
MB-RF034	ClassA	1028104714|WP_063859960.1|1|1|blaCTX-M-151|blaCTX-M-151-like|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-151	Class A beta-lactamase [ARO:3000078]	338.1
MB-RF048	CTX-M	1028104715|WP_063859961.1|1|1|blaCTX-M-152|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-152	CTX-M beta-lactamase (class a) [ARO:3000016]	606.9
MB-RF034	ClassA	1028104715|WP_063859961.1|1|1|blaCTX-M-152|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-152	Class A beta-lactamase [ARO:3000078]	384.3
MB-RF048	CTX-M	1028104716|WP_063859962.1|1|1|blaCTX-M-155|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-155	CTX-M beta-lactamase (class a) [ARO:3000016]	622.7
MB-RF034	ClassA	1028104716|WP_063859962.1|1|1|blaCTX-M-155|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-155	Class A beta-lactamase [ARO:3000078]	384.8
MB-RF048	CTX-M	1028104717|WP_063859963.1|1|1|blaCTX-M-156|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-156	CTX-M beta-lactamase (class a) [ARO:3000016]	627.5
MB-RF034	ClassA	1028104717|WP_063859963.1|1|1|blaCTX-M-156|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-156	Class A beta-lactamase [ARO:3000078]	391.9
MB-RF048	CTX-M	1028104718|WP_063859964.1|1|1|blaCTX-M-157|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-157	CTX-M beta-lactamase (class a) [ARO:3000016]	624.8
MB-RF034	ClassA	1028104718|WP_063859964.1|1|1|blaCTX-M-157|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-157	Class A beta-lactamase [ARO:3000078]	388.1
MB-RF048	CTX-M	1028104719|WP_063859965.1|1|1|blaCTX-M-158|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-158	CTX-M beta-lactamase (class a) [ARO:3000016]	623.4
MB-RF034	ClassA	1028104719|WP_063859965.1|1|1|blaCTX-M-158|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-158	Class A beta-lactamase [ARO:3000078]	388.7
MB-RF048	CTX-M	1028104720|WP_063859966.1|1|1|blaCTX-M-159|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-159	CTX-M beta-lactamase (class a) [ARO:3000016]	626.4
MB-RF034	ClassA	1028104720|WP_063859966.1|1|1|blaCTX-M-159|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-159	Class A beta-lactamase [ARO:3000078]	396.8
MB-RF048	CTX-M	1028104721|WP_063859967.1|1|1|blaCTX-M-16|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-16	CTX-M beta-lactamase (class a) [ARO:3000016]	625.9
MB-RF034	ClassA	1028104721|WP_063859967.1|1|1|blaCTX-M-16|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-16	Class A beta-lactamase [ARO:3000078]	397.2
MB-RF048	CTX-M	1028104722|WP_063859968.1|1|1|blaCTX-M-160|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-160	CTX-M beta-lactamase (class a) [ARO:3000016]	609.0
MB-RF034	ClassA	1028104722|WP_063859968.1|1|1|blaCTX-M-160|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-160	Class A beta-lactamase [ARO:3000078]	384.8
MB-RF048	CTX-M	1028104723|WP_063859969.1|1|1|blaCTX-M-161|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-161	CTX-M beta-lactamase (class a) [ARO:3000016]	630.1
MB-RF034	ClassA	1028104723|WP_063859969.1|1|1|blaCTX-M-161|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-161	Class A beta-lactamase [ARO:3000078]	402.0
MB-RF048	CTX-M	1028104724|WP_063859970.1|1|1|blaCTX-M-162|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-162	CTX-M beta-lactamase (class a) [ARO:3000016]	627.2
MB-RF034	ClassA	1028104724|WP_063859970.1|1|1|blaCTX-M-162|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-162	Class A beta-lactamase [ARO:3000078]	391.6
MB-RF048	CTX-M	1028104725|WP_063859971.1|1|1|blaCTX-M-163|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-163	CTX-M beta-lactamase (class a) [ARO:3000016]	625.7
MB-RF034	ClassA	1028104725|WP_063859971.1|1|1|blaCTX-M-163|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-163	Class A beta-lactamase [ARO:3000078]	389.9
MB-RF048	CTX-M	1028104726|WP_063859972.1|1|1|blaCTX-M-164|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-164	CTX-M beta-lactamase (class a) [ARO:3000016]	627.1
MB-RF034	ClassA	1028104726|WP_063859972.1|1|1|blaCTX-M-164|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-164	Class A beta-lactamase [ARO:3000078]	389.9
MB-RF048	CTX-M	1028104727|WP_063859973.1|1|1|blaCTX-M-166|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-166	CTX-M beta-lactamase (class a) [ARO:3000016]	623.1
MB-RF034	ClassA	1028104727|WP_063859973.1|1|1|blaCTX-M-166|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-166	Class A beta-lactamase [ARO:3000078]	388.1
MB-RF048	CTX-M	1028104728|WP_063859974.1|1|1|blaCTX-M-167|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-167	CTX-M beta-lactamase (class a) [ARO:3000016]	627.3
MB-RF034	ClassA	1028104728|WP_063859974.1|1|1|blaCTX-M-167|blaCTX-M|hydrolase|class_A_extended-spectrum_beta-lactamase_CTX-M-167	Class A beta-lactamase [ARO:3000078]	391.3
