Accession	family	query_name	Resfams_description
RF0011	Acetyltransf_1	gb|BAD14386.1|ARO:3002573|AAC(6')-Iae	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	43.7
RF0014	Acetyltransf_7	gb|BAD14386.1|ARO:3002573|AAC(6')-Iae	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	30.2
RF0055	ClassC-AmpC	gb|ACH58997.1|ARO:3002492|LRA-18	Class C beta-lactamases [ARO:3000076;ARO:3000019]	531.4
RF0038	Beta-lactamase	gb|ACH58997.1|ARO:3002492|LRA-18	PF00144.19 Beta-lactamase [ARO:3000001]	240.3
RF0113	Qnr	gb|ACM50952.1|ARO:3002736|QnrB21	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	363.0
RF0049	CfxA	gb|AAB17891.1|ARO:3003001|CfxA	CfxA cephalosporin (class a) [ARO:3001211]	743.2
RF0053	ClassA	gb|AAB17891.1|ARO:3003001|CfxA	Class A beta-lactamase [ARO:3000078]	266.7
RF0038	Beta-lactamase	gb|AAB17891.1|ARO:3003001|CfxA	PF00144.19 Beta-lactamase [ARO:3000001]	91.1
RF0039	Beta-lactamase2	gb|AAB17891.1|ARO:3003001|CfxA	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	88.6
RF0003	AAC3-I	gb|AAR21614.1|ARO:3002529|AAC(3)-Id	Aminoglycoside Acetyltransferase (AAC3-I) [ARO:3001205]	161.3
RF0011	Acetyltransf_1	gb|AAR21614.1|ARO:3002529|AAC(3)-Id	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	52.0
RF0016	Acetyltransf_9	gb|AAR21614.1|ARO:3002529|AAC(3)-Id	PF13527.1 Acetyltransferase (GNAT) domain [ARO:3000000]	29.3
RF0155	vanS	gb|ABX54692.1|ARO:3002938|vanSL	VanS: trasncriptional regulator of van glycopeptide resistance genes [ARO:3000071]	440.7
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACA30422.1|ARO:3002051|CMY-40	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	774.7
RF0055	ClassC-AmpC	gb|ACA30422.1|ARO:3002051|CMY-40	Class C beta-lactamases [ARO:3000076;ARO:3000019]	646.6
RF0038	Beta-lactamase	gb|ACA30422.1|ARO:3002051|CMY-40	PF00144.19 Beta-lactamase [ARO:3000001]	290.5
RF0016	Acetyltransf_9	gb|AAC44793.1|ARO:3002524|AAC(2')-Ib	PF13527.1 Acetyltransferase (GNAT) domain [ARO:3000000]	39.3
RF0011	Acetyltransf_1	gb|AAC44793.1|ARO:3002524|AAC(2')-Ib	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	33.6
RF0014	Acetyltransf_7	gb|AAC44793.1|ARO:3002524|AAC(2')-Ib	PF13508.1 Acetyltransferase (GNAT) domain [ARO:3000000]	29.1
RF0113	Qnr	gb|AAZ04783.1|ARO:3002710|QnrA4	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	444.1
RF0017	ACR_tran	gb|ABS43151.1|ARO:3000784|cmeB	PF00873.14 AcrB/AcrD/AcrF family [ARO:3000216;ARO:3000491;ARO:3000502]	1103.4
RF0115	RND_efflux	gb|ABS43151.1|ARO:3000784|cmeB	resistance-nodulation-cell division (RND) antibiotic efflux pump [ARO:0010004]	990.8
RF0119	SHV-LEN	gb|ABN49114.1|ARO:3001149|SHV-97	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.0
RF0053	ClassA	gb|ABN49114.1|ARO:3001149|SHV-97	Class A beta-lactamase [ARO:3000078]	428.0
RF0039	Beta-lactamase2	gb|ABN49114.1|ARO:3001149|SHV-97	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.4
RF0038	Beta-lactamase	gb|ABN49114.1|ARO:3001149|SHV-97	PF00144.19 Beta-lactamase [ARO:3000001]	114.0
RF0119	SHV-LEN	gb|AHA80958.1|ARO:3001356|SHV-172	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.9
RF0053	ClassA	gb|AHA80958.1|ARO:3001356|SHV-172	Class A beta-lactamase [ARO:3000078]	430.0
RF0039	Beta-lactamase2	gb|AHA80958.1|ARO:3001356|SHV-172	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.8
RF0038	Beta-lactamase	gb|AHA80958.1|ARO:3001356|SHV-172	PF00144.19 Beta-lactamase [ARO:3000001]	113.0
RF0126	TEM	gb|CDN33426.1|ARO:3001394|TEM-217	TEM beta-lactamase (class a) [ARO:3000014]	671.6
RF0053	ClassA	gb|CDN33426.1|ARO:3001394|TEM-217	Class A beta-lactamase [ARO:3000078]	425.6
RF0039	Beta-lactamase2	gb|CDN33426.1|ARO:3001394|TEM-217	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.4
RF0038	Beta-lactamase	gb|CDN33426.1|ARO:3001394|TEM-217	PF00144.19 Beta-lactamase [ARO:3000001]	106.4
RF0154	vanR	gb|ACL82957.1|ARO:3002928|vanRM	"VanR: transcriptional activator regulating VanA, VanH and VanX" [ARO:3000574]	345.4
RF0125	SubclassB3	gb|BAL14456.1|ARO:3000854|SMB-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	322.9
RF0054	ClassB	gb|BAL14456.1|ARO:3000854|SMB-1	Class B beta-lactamase [ARO:3000004]	175.2
RF0085	Lactamase_B	gb|BAL14456.1|ARO:3000854|SMB-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	63.6
RF0059	CTXM	gb|AAV97953.1|ARO:3001910|CTX-M-48	CTX-M beta-lactamase (class a) [ARO:3000016]	629.7
RF0053	ClassA	gb|AAV97953.1|ARO:3001910|CTX-M-48	Class A beta-lactamase [ARO:3000078]	427.9
RF0039	Beta-lactamase2	gb|AAV97953.1|ARO:3001910|CTX-M-48	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	144.5
RF0038	Beta-lactamase	gb|AAV97953.1|ARO:3001910|CTX-M-48	PF00144.19 Beta-lactamase [ARO:3000001]	117.4
RF0083	KPC	gb|ACM91559.1|ARO:3002319|KPC-9	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	660.6
RF0053	ClassA	gb|ACM91559.1|ARO:3002319|KPC-9	Class A beta-lactamase [ARO:3000078]	368.9
RF0039	Beta-lactamase2	gb|ACM91559.1|ARO:3002319|KPC-9	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	136.6
RF0038	Beta-lactamase	gb|ACM91559.1|ARO:3002319|KPC-9	PF00144.19 Beta-lactamase [ARO:3000001]	104.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AFK73449.1|ARO:3002093|CMY-80	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	771.8
RF0055	ClassC-AmpC	gb|AFK73449.1|ARO:3002093|CMY-80	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.1
RF0038	Beta-lactamase	gb|AFK73449.1|ARO:3002093|CMY-80	PF00144.19 Beta-lactamase [ARO:3000001]	290.6
RF0056	ClassD	gb|ADT70779.1|ARO:3001805|OXA-198	Class D beta-lactamases [ARO:3000075;ARO:3000017]	252.6
RF0148	Transpeptidase	gb|ADT70779.1|ARO:3001805|OXA-198	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	108.5
RF0055	ClassC-AmpC	gb|CAC17622.1|ARO:3002515|OCH-2	Class C beta-lactamases [ARO:3000076;ARO:3000019]	570.0
RF0038	Beta-lactamase	gb|CAC17622.1|ARO:3002515|OCH-2	PF00144.19 Beta-lactamase [ARO:3000001]	259.7
RF0126	TEM	gb|CAA41038.1|ARO:3000878|TEM-6	TEM beta-lactamase (class a) [ARO:3000014]	671.4
RF0053	ClassA	gb|CAA41038.1|ARO:3000878|TEM-6	Class A beta-lactamase [ARO:3000078]	425.3
RF0039	Beta-lactamase2	gb|CAA41038.1|ARO:3000878|TEM-6	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.0
RF0038	Beta-lactamase	gb|CAA41038.1|ARO:3000878|TEM-6	PF00144.19 Beta-lactamase [ARO:3000001]	103.2
RF0076	GES	gb|ACZ54536.1|ARO:3002342|GES-13	GES beta-lactamase (class a) [ARO:3000066]	677.3
RF0053	ClassA	gb|ACZ54536.1|ARO:3002342|GES-13	Class A beta-lactamase [ARO:3000078]	326.1
RF0039	Beta-lactamase2	gb|ACZ54536.1|ARO:3002342|GES-13	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	130.6
RF0038	Beta-lactamase	gb|ACZ54536.1|ARO:3002342|GES-13	PF00144.19 Beta-lactamase [ARO:3000001]	62.8
RF0059	CTXM	gb|ABI34705.1|ARO:3001917|CTX-M-55	CTX-M beta-lactamase (class a) [ARO:3000016]	630.7
RF0053	ClassA	gb|ABI34705.1|ARO:3001917|CTX-M-55	Class A beta-lactamase [ARO:3000078]	419.1
RF0039	Beta-lactamase2	gb|ABI34705.1|ARO:3001917|CTX-M-55	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	143.2
RF0038	Beta-lactamase	gb|ABI34705.1|ARO:3001917|CTX-M-55	PF00144.19 Beta-lactamase [ARO:3000001]	108.4
RF0045	CAT	gb|CAA23899.1|ARO:3002683|catI	PF00302.13 Chloramphenicol acetyltransferase [ARO:3000122]	323.8
RF0050	Chlor_Acetyltrans_CAT	gb|CAA23899.1|ARO:3002683|catI	chloramphenicol acetyltransferase (CAT) [ARO:3000122]	278.6
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|CAA71325.1|ARO:3002156|FOX-2	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	612.4
RF0055	ClassC-AmpC	gb|CAA71325.1|ARO:3002156|FOX-2	Class C beta-lactamases [ARO:3000076;ARO:3000019]	599.6
RF0038	Beta-lactamase	gb|CAA71325.1|ARO:3002156|FOX-2	PF00144.19 Beta-lactamase [ARO:3000001]	270.7
RF0113	Qnr	gb|ABW03156.3|ARO:3002721|QnrB7	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	369.9
RF0119	SHV-LEN	gb|ABS72342.1|ARO:3001151|SHV-102	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.9
RF0053	ClassA	gb|ABS72342.1|ARO:3001151|SHV-102	Class A beta-lactamase [ARO:3000078]	425.7
RF0039	Beta-lactamase2	gb|ABS72342.1|ARO:3001151|SHV-102	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	gb|ABS72342.1|ARO:3001151|SHV-102	PF00144.19 Beta-lactamase [ARO:3000001]	109.0
RF0056	ClassD	gb|AFK28473.1|ARO:3001485|OXA-207	Class D beta-lactamases [ARO:3000075;ARO:3000017]	353.7
RF0148	Transpeptidase	gb|AFK28473.1|ARO:3001485|OXA-207	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	120.8
RF0119	SHV-LEN	gb|AAL40899.1|ARO:3001101|SHV-43	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.8
RF0053	ClassA	gb|AAL40899.1|ARO:3001101|SHV-43	Class A beta-lactamase [ARO:3000078]	425.1
RF0039	Beta-lactamase2	gb|AAL40899.1|ARO:3001101|SHV-43	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	126.9
RF0038	Beta-lactamase	gb|AAL40899.1|ARO:3001101|SHV-43	PF00144.19 Beta-lactamase [ARO:3000001]	108.1
RF0083	KPC	gb|ADH95186.1|ARO:3002321|KPC-11	Klebsiella pneumoniae carbapenem resistant (KPC) beta-lactamases (class a) [ARO:3000059]	683.7
RF0053	ClassA	gb|ADH95186.1|ARO:3002321|KPC-11	Class A beta-lactamase [ARO:3000078]	368.7
RF0039	Beta-lactamase2	gb|ADH95186.1|ARO:3002321|KPC-11	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	134.2
RF0038	Beta-lactamase	gb|ADH95186.1|ARO:3002321|KPC-11	PF00144.19 Beta-lactamase [ARO:3000001]	105.0
RF0119	SHV-LEN	gb|AAO66446.1|ARO:3001113|SHV-57	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.1
RF0053	ClassA	gb|AAO66446.1|ARO:3001113|SHV-57	Class A beta-lactamase [ARO:3000078]	422.7
RF0039	Beta-lactamase2	gb|AAO66446.1|ARO:3001113|SHV-57	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	gb|AAO66446.1|ARO:3001113|SHV-57	PF00144.19 Beta-lactamase [ARO:3000001]	107.5
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ABN69070.1|ARO:3002035|CMY-24	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	779.6
RF0055	ClassC-AmpC	gb|ABN69070.1|ARO:3002035|CMY-24	Class C beta-lactamases [ARO:3000076;ARO:3000019]	648.8
RF0038	Beta-lactamase	gb|ABN69070.1|ARO:3002035|CMY-24	PF00144.19 Beta-lactamase [ARO:3000001]	291.8
RF0053	ClassA	gb|AAP93848.1|ARO:3002476|LEN-6	Class A beta-lactamase [ARO:3000078]	222.9
RF0039	Beta-lactamase2	gb|AAP93848.1|ARO:3002476|LEN-6	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	78.8
RF0038	Beta-lactamase	gb|AAP93848.1|ARO:3002476|LEN-6	PF00144.19 Beta-lactamase [ARO:3000001]	63.7
RF0055	ClassC-AmpC	gb|CAC17624.1|ARO:3002517|OCH-4	Class C beta-lactamases [ARO:3000076;ARO:3000019]	570.5
RF0038	Beta-lactamase	gb|CAC17624.1|ARO:3002517|OCH-4	PF00144.19 Beta-lactamase [ARO:3000001]	263.5
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|AIT76089.1|ARO:3002124|CMY-113	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	770.0
RF0055	ClassC-AmpC	gb|AIT76089.1|ARO:3002124|CMY-113	Class C beta-lactamases [ARO:3000076;ARO:3000019]	649.6
RF0038	Beta-lactamase	gb|AIT76089.1|ARO:3002124|CMY-113	PF00144.19 Beta-lactamase [ARO:3000001]	298.3
RF0136	TetX	gb|AAA27471.1|ARO:3000205|tetX	tetX: tetracycline inactivation enzyme [ARO:3000205]	934.4
RF0108	NDM-CcrA	gb|CAZ39946.1|ARO:3000589|NDM-1	A grouping of related NDM and CcrA beta-lactamases [ARO:3000057;ARO:3000578]	363.3
RF0123	SubclassB1	gb|CAZ39946.1|ARO:3000589|NDM-1	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	289.0
RF0054	ClassB	gb|CAZ39946.1|ARO:3000589|NDM-1	Class B beta-lactamase [ARO:3000004]	249.8
RF0085	Lactamase_B	gb|CAZ39946.1|ARO:3000589|NDM-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	48.1
RF0124	SubclassB2	gb|CAZ39946.1|ARO:3000589|NDM-1	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	40.7
RF0080	IMP	gb|ACB41775.1|ARO:3002216|IMP-25	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	543.1
RF0123	SubclassB1	gb|ACB41775.1|ARO:3002216|IMP-25	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	314.4
RF0054	ClassB	gb|ACB41775.1|ARO:3002216|IMP-25	Class B beta-lactamase [ARO:3000004]	275.0
RF0124	SubclassB2	gb|ACB41775.1|ARO:3002216|IMP-25	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	66.8
RF0085	Lactamase_B	gb|ACB41775.1|ARO:3002216|IMP-25	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	53.9
RF0056	ClassD	gb|AGW83448.1|ARO:3001537|OXA-350	Class D beta-lactamases [ARO:3000075;ARO:3000017]	365.6
RF0148	Transpeptidase	gb|AGW83448.1|ARO:3001537|OXA-350	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	109.7
RF0044	CARB-PSE	gb|AAP22374.1|ARO:3002248|CARB-9	CARB-PSE beta-lactamases (class a) [ARO:3000091;ARO:3000092]	551.5
RF0053	ClassA	gb|AAP22374.1|ARO:3002248|CARB-9	Class A beta-lactamase [ARO:3000078]	353.8
RF0039	Beta-lactamase2	gb|AAP22374.1|ARO:3002248|CARB-9	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	131.2
RF0038	Beta-lactamase	gb|AAP22374.1|ARO:3002248|CARB-9	PF00144.19 Beta-lactamase [ARO:3000001]	77.5
RF0113	Qnr	gb|ADN94685.1|ARO:3002740|QnrB25	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	360.7
RF0056	ClassD	gb|AAU88145.1|ARO:3001764|OXA-63	Class D beta-lactamases [ARO:3000075;ARO:3000017]	297.5
RF0148	Transpeptidase	gb|AAU88145.1|ARO:3001764|OXA-63	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	106.6
RF0039	Beta-lactamase2	gb|AAU88145.1|ARO:3001764|OXA-63	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	24.0
RF0011	Acetyltransf_1	gb|AAD03494.1|ARO:3002566|AAC(6')-Iv	PF00583.19 Acetyltransferase (GNAT) family [ARO:3000000]	56.0
RF0053	ClassA	gb|ACV44455.1|ARO:3002404|OXY-2-9	Class A beta-lactamase [ARO:3000078]	406.6
RF0039	Beta-lactamase2	gb|ACV44455.1|ARO:3002404|OXY-2-9	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	136.3
RF0038	Beta-lactamase	gb|ACV44455.1|ARO:3002404|OXY-2-9	PF00144.19 Beta-lactamase [ARO:3000001]	111.0
RF0063	DHFR_1	gb|CAG34233.2|ARO:3003019|dfrA23	PF00186.14 Dihydrofolate reductase [ARO:3000745]	89.8
RF0119	SHV-LEN	gb|AAO53445.1|ARO:3001104|SHV-46	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.5
RF0053	ClassA	gb|AAO53445.1|ARO:3001104|SHV-46	Class A beta-lactamase [ARO:3000078]	425.3
RF0039	Beta-lactamase2	gb|AAO53445.1|ARO:3001104|SHV-46	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.3
RF0038	Beta-lactamase	gb|AAO53445.1|ARO:3001104|SHV-46	PF00144.19 Beta-lactamase [ARO:3000001]	113.2
RF0080	IMP	gb|BAM98935.1|ARO:3002234|IMP-43	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	534.9
RF0123	SubclassB1	gb|BAM98935.1|ARO:3002234|IMP-43	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	305.9
RF0054	ClassB	gb|BAM98935.1|ARO:3002234|IMP-43	Class B beta-lactamase [ARO:3000004]	264.6
RF0124	SubclassB2	gb|BAM98935.1|ARO:3002234|IMP-43	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	57.7
RF0085	Lactamase_B	gb|BAM98935.1|ARO:3002234|IMP-43	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	51.8
RF0057	CMY-LAT-MOX-ACT-MIR-FOX	gb|ACA97846.1|ARO:3002043|CMY-32	"A grouping of the related CMY, LAT, MOX, ACT, MIR, and FOX beta-lactamases (class c)" [ARO:3000072;ARO:3000058;ARO:3000067;ARO:3000084;ARO:3000069;ARO:3000083]	780.0
RF0055	ClassC-AmpC	gb|ACA97846.1|ARO:3002043|CMY-32	Class C beta-lactamases [ARO:3000076;ARO:3000019]	650.2
RF0038	Beta-lactamase	gb|ACA97846.1|ARO:3002043|CMY-32	PF00144.19 Beta-lactamase [ARO:3000001]	291.4
RF0119	SHV-LEN	gb|AAG17550.1|ARO:3001073|SHV-14	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.4
RF0053	ClassA	gb|AAG17550.1|ARO:3001073|SHV-14	Class A beta-lactamase [ARO:3000078]	425.5
RF0039	Beta-lactamase2	gb|AAG17550.1|ARO:3001073|SHV-14	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	gb|AAG17550.1|ARO:3001073|SHV-14	PF00144.19 Beta-lactamase [ARO:3000001]	110.8
RF0053	ClassA	gb|CAA82916.1|ARO:3002389|OXY-1-1	Class A beta-lactamase [ARO:3000078]	402.3
RF0039	Beta-lactamase2	gb|CAA82916.1|ARO:3002389|OXY-1-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	129.2
RF0038	Beta-lactamase	gb|CAA82916.1|ARO:3002389|OXY-1-1	PF00144.19 Beta-lactamase [ARO:3000001]	100.1
RF0080	IMP	gb|BAM38093.1|ARO:3002225|IMP-34	Plasmid mediated IMP-type carbapenemases (subclass B1 (metallo-) beta-lactamase) [ARO:3000020]	542.9
RF0123	SubclassB1	gb|BAM38093.1|ARO:3002225|IMP-34	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	311.7
RF0054	ClassB	gb|BAM38093.1|ARO:3002225|IMP-34	Class B beta-lactamase [ARO:3000004]	272.4
RF0124	SubclassB2	gb|BAM38093.1|ARO:3002225|IMP-34	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	61.2
RF0085	Lactamase_B	gb|BAM38093.1|ARO:3002225|IMP-34	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	54.2
RF0056	ClassD	gb|AGW16406.1|ARO:3001512|OXA-324	Class D beta-lactamases [ARO:3000075;ARO:3000017]	364.7
RF0148	Transpeptidase	gb|AGW16406.1|ARO:3001512|OXA-324	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	110.1
RF0126	TEM	gb|ABB97007.1|ARO:3000924|TEM-55	TEM beta-lactamase (class a) [ARO:3000014]	670.4
RF0053	ClassA	gb|ABB97007.1|ARO:3000924|TEM-55	Class A beta-lactamase [ARO:3000078]	426.4
RF0039	Beta-lactamase2	gb|ABB97007.1|ARO:3000924|TEM-55	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	135.2
RF0038	Beta-lactamase	gb|ABB97007.1|ARO:3000924|TEM-55	PF00144.19 Beta-lactamase [ARO:3000001]	106.0
RF0059	CTXM	gb|CAD99181.1|ARO:3001893|CTX-M-31	CTX-M beta-lactamase (class a) [ARO:3000016]	612.9
RF0053	ClassA	gb|CAD99181.1|ARO:3001893|CTX-M-31	Class A beta-lactamase [ARO:3000078]	429.9
RF0039	Beta-lactamase2	gb|CAD99181.1|ARO:3001893|CTX-M-31	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	147.7
RF0038	Beta-lactamase	gb|CAD99181.1|ARO:3001893|CTX-M-31	PF00144.19 Beta-lactamase [ARO:3000001]	112.3
RF0148	Transpeptidase	gb|CAD99181.1|ARO:3001893|CTX-M-31	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	22.6
RF0059	CTXM	gb|ACB41777.1|ARO:3001947|CTX-M-87	CTX-M beta-lactamase (class a) [ARO:3000016]	625.5
RF0053	ClassA	gb|ACB41777.1|ARO:3001947|CTX-M-87	Class A beta-lactamase [ARO:3000078]	422.9
RF0039	Beta-lactamase2	gb|ACB41777.1|ARO:3001947|CTX-M-87	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	140.9
RF0038	Beta-lactamase	gb|ACB41777.1|ARO:3001947|CTX-M-87	PF00144.19 Beta-lactamase [ARO:3000001]	112.5
RF0113	Qnr	gb|AAZ04782.1|ARO:3002709|QnrA3	quninolone resistance protein (Qnr): antibiotic target protection protein [ARO:3000419]	445.5
RF0124	SubclassB2	gb|AAP69912.1|ARO:3003100|cphA4	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	516.7
RF0054	ClassB	gb|AAP69912.1|ARO:3003100|cphA4	Class B beta-lactamase [ARO:3000004]	200.3
RF0123	SubclassB1	gb|AAP69912.1|ARO:3003100|cphA4	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	136.5
RF0085	Lactamase_B	gb|AAP69912.1|ARO:3003100|cphA4	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	50.1
RF0135	tet_ribosomoal_protect	gb|AAA20117.1|ARO:3000195|tetB(P)	tetracycline resistance ribosomal protection protein: protect RNA-polymerase from tetracycline inhibition [ARO:0000002]	948.6
RF0119	SHV-LEN	gb|AFQ23956.1|ARO:3001189|SHV-150	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.9
RF0053	ClassA	gb|AFQ23956.1|ARO:3001189|SHV-150	Class A beta-lactamase [ARO:3000078]	425.8
RF0039	Beta-lactamase2	gb|AFQ23956.1|ARO:3001189|SHV-150	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	125.1
RF0038	Beta-lactamase	gb|AFQ23956.1|ARO:3001189|SHV-150	PF00144.19 Beta-lactamase [ARO:3000001]	111.4
RF0119	SHV-LEN	gb|CAG25813.2|ARO:3002434|OKP-B-1	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	598.3
RF0126	TEM	gb|CAG25813.2|ARO:3002434|OKP-B-1	TEM beta-lactamase (class a) [ARO:3000014]	445.8
RF0053	ClassA	gb|CAG25813.2|ARO:3002434|OKP-B-1	Class A beta-lactamase [ARO:3000078]	410.7
RF0039	Beta-lactamase2	gb|CAG25813.2|ARO:3002434|OKP-B-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	123.1
RF0038	Beta-lactamase	gb|CAG25813.2|ARO:3002434|OKP-B-1	PF00144.19 Beta-lactamase [ARO:3000001]	103.7
RF0126	TEM	gb|ADA79630.1|ARO:3001037|TEM-171	TEM beta-lactamase (class a) [ARO:3000014]	673.3
RF0053	ClassA	gb|ADA79630.1|ARO:3001037|TEM-171	Class A beta-lactamase [ARO:3000078]	426.2
RF0039	Beta-lactamase2	gb|ADA79630.1|ARO:3001037|TEM-171	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.7
RF0038	Beta-lactamase	gb|ADA79630.1|ARO:3001037|TEM-171	PF00144.19 Beta-lactamase [ARO:3000001]	104.0
RF0148	Transpeptidase	gb|CCC86795.1|ARO:3001209|mecC	PF00905.17 Penicillin binding protein transpeptidase domain [ARO:3000129]	231.2
RF0101	MexX	gb|AAB41956.1|ARO:3000800|MexC	mexX: subunit of efflux pump conferring antibiotic resistance [ARO:3001214]	289.5
RF0164	RND_mfp	gb|AAB41956.1|ARO:3000800|MexC	TIGR01730_RND_mfp: efflux transporter, RND family, MFP subunit	275.8
RF0098	MexE	gb|AAB41956.1|ARO:3000800|MexC	mexE: membrane fusion protein of the MexEF-OprN multidrug efflux complex [ARO:3000803]	175.3
