Accession	family	query_name	Resfams_description
RF0055	ClassC-AmpC	1028110219|WP_063864589.1|1|1|blaPDC-99|blaPDC|hydrolase|class_C_beta-lactamase_PDC-99	Class C beta-lactamases [ARO:3000076;ARO:3000019]	556.3
RF0038	Beta-lactamase	1028110219|WP_063864589.1|1|1|blaPDC-99|blaPDC|hydrolase|class_C_beta-lactamase_PDC-99	PF00144.19 Beta-lactamase [ARO:3000001]	266.1
RF0078	GOB	1028110220|WP_063864590.1|1|1|blaPEDO-1|blaPEDO-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-1	GOB beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000850]	464.9
RF0125	SubclassB3	1028110220|WP_063864590.1|1|1|blaPEDO-1|blaPEDO-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-1	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	347.0
RF0054	ClassB	1028110220|WP_063864590.1|1|1|blaPEDO-1|blaPEDO-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-1	Class B beta-lactamase [ARO:3000004]	181.6
RF0085	Lactamase_B	1028110220|WP_063864590.1|1|1|blaPEDO-1|blaPEDO-1_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-1	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	58.2
RF0078	GOB	1028110221|WP_063864591.1|1|1|blaPEDO-2|blaPEDO-2_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-2	GOB beta-lactamase (subclass B3 (metallo-) beta-lactamase) [ARO:3000850]	479.0
RF0125	SubclassB3	1028110221|WP_063864591.1|1|1|blaPEDO-2|blaPEDO-2_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-2	"Subclass B3 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000571]	340.7
RF0054	ClassB	1028110221|WP_063864591.1|1|1|blaPEDO-2|blaPEDO-2_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-2	Class B beta-lactamase [ARO:3000004]	177.2
RF0085	Lactamase_B	1028110221|WP_063864591.1|1|1|blaPEDO-2|blaPEDO-2_fam|hydrolase|subclass_B3_metallo-beta-lactamase_PEDO-2	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	70.1
RF0041	BlaB	1028110222|WP_063864592.1|1|1|blaPEDO-3|blaPEDO-3_fam|hydrolase|subclass_B1_metallo-beta-lactamase_PEDO-3	Beta-lactamase B (BlaB) (subclass B1 (metallo-) beta-lactamase) [ARO:3000579]	292.7
RF0123	SubclassB1	1028110222|WP_063864592.1|1|1|blaPEDO-3|blaPEDO-3_fam|hydrolase|subclass_B1_metallo-beta-lactamase_PEDO-3	"Subclass B1 (metallo-) beta-lactamase hydrolize penicillins, cephalosporins and carbapenems" [ARO:3000568]	281.2
RF0054	ClassB	1028110222|WP_063864592.1|1|1|blaPEDO-3|blaPEDO-3_fam|hydrolase|subclass_B1_metallo-beta-lactamase_PEDO-3	Class B beta-lactamase [ARO:3000004]	246.1
RF0124	SubclassB2	1028110222|WP_063864592.1|1|1|blaPEDO-3|blaPEDO-3_fam|hydrolase|subclass_B1_metallo-beta-lactamase_PEDO-3	Subclass B2 (metallo-) beta-lactamase selectively hydrolize carbapenems [ARO:3000570]	106.3
RF0085	Lactamase_B	1028110222|WP_063864592.1|1|1|blaPEDO-3|blaPEDO-3_fam|hydrolase|subclass_B1_metallo-beta-lactamase_PEDO-3	PF00753.22 Metallo-beta-lactamase superfamily [ARO:3000004]	52.1
RF0161	VEB-PER	1028110223|WP_063864593.1|1|1|blaPER-4|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-4	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	586.1
RF0053	ClassA	1028110223|WP_063864593.1|1|1|blaPER-4|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-4	Class A beta-lactamase [ARO:3000078]	289.2
RF0039	Beta-lactamase2	1028110223|WP_063864593.1|1|1|blaPER-4|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-4	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.2
RF0038	Beta-lactamase	1028110223|WP_063864593.1|1|1|blaPER-4|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-4	PF00144.19 Beta-lactamase [ARO:3000001]	53.5
RF0161	VEB-PER	1028110224|WP_063864594.1|1|1|blaPER-5|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-5	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	587.4
RF0053	ClassA	1028110224|WP_063864594.1|1|1|blaPER-5|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-5	Class A beta-lactamase [ARO:3000078]	291.3
RF0039	Beta-lactamase2	1028110224|WP_063864594.1|1|1|blaPER-5|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-5	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.4
RF0038	Beta-lactamase	1028110224|WP_063864594.1|1|1|blaPER-5|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-5	PF00144.19 Beta-lactamase [ARO:3000001]	56.1
RF0161	VEB-PER	1028110225|WP_063864595.1|1|1|blaPER-6|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-6	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	584.4
RF0053	ClassA	1028110225|WP_063864595.1|1|1|blaPER-6|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-6	Class A beta-lactamase [ARO:3000078]	310.1
RF0039	Beta-lactamase2	1028110225|WP_063864595.1|1|1|blaPER-6|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-6	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	151.7
RF0038	Beta-lactamase	1028110225|WP_063864595.1|1|1|blaPER-6|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-6	PF00144.19 Beta-lactamase [ARO:3000001]	60.1
RF0161	VEB-PER	1028110226|WP_063864596.1|1|1|blaPER-8|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-8	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	584.8
RF0053	ClassA	1028110226|WP_063864596.1|1|1|blaPER-8|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-8	Class A beta-lactamase [ARO:3000078]	294.0
RF0039	Beta-lactamase2	1028110226|WP_063864596.1|1|1|blaPER-8|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-8	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	142.8
RF0038	Beta-lactamase	1028110226|WP_063864596.1|1|1|blaPER-8|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-8	PF00144.19 Beta-lactamase [ARO:3000001]	57.2
RF0161	VEB-PER	1028110227|WP_063864597.1|1|1|blaPER-9|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-9	VEB and PER beta-lactamases (class a) [ARO:3000043;ARO:3000056]	585.4
RF0053	ClassA	1028110227|WP_063864597.1|1|1|blaPER-9|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-9	Class A beta-lactamase [ARO:3000078]	290.3
RF0039	Beta-lactamase2	1028110227|WP_063864597.1|1|1|blaPER-9|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-9	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	140.5
RF0038	Beta-lactamase	1028110227|WP_063864597.1|1|1|blaPER-9|blaPER|hydrolase|class_A_extended-spectrum_beta-lactamase_PER-9	PF00144.19 Beta-lactamase [ARO:3000001]	53.9
RF0126	TEM	1028110228|WP_063864598.1|1|1|blaPLA-6|blaPLA|hydrolase|class_A_beta-lactamase_PLA-6	TEM beta-lactamase (class a) [ARO:3000014]	475.4
RF0119	SHV-LEN	1028110228|WP_063864598.1|1|1|blaPLA-6|blaPLA|hydrolase|class_A_beta-lactamase_PLA-6	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	465.5
RF0053	ClassA	1028110228|WP_063864598.1|1|1|blaPLA-6|blaPLA|hydrolase|class_A_beta-lactamase_PLA-6	Class A beta-lactamase [ARO:3000078]	399.4
RF0039	Beta-lactamase2	1028110228|WP_063864598.1|1|1|blaPLA-6|blaPLA|hydrolase|class_A_beta-lactamase_PLA-6	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	133.6
RF0038	Beta-lactamase	1028110228|WP_063864598.1|1|1|blaPLA-6|blaPLA|hydrolase|class_A_beta-lactamase_PLA-6	PF00144.19 Beta-lactamase [ARO:3000001]	101.4
RF0053	ClassA	1028110229|WP_063864599.1|1|1|blaPME-1|blaPME|hydrolase|class_A_extended-spectrum_beta-lactamase_PME-1	Class A beta-lactamase [ARO:3000078]	245.6
RF0039	Beta-lactamase2	1028110229|WP_063864599.1|1|1|blaPME-1|blaPME|hydrolase|class_A_extended-spectrum_beta-lactamase_PME-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	129.7
RF0038	Beta-lactamase	1028110229|WP_063864599.1|1|1|blaPME-1|blaPME|hydrolase|class_A_extended-spectrum_beta-lactamase_PME-1	PF00144.19 Beta-lactamase [ARO:3000001]	64.9
RF0053	ClassA	1028110230|WP_063864600.1|1|1|blaRAHN-1|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-1	Class A beta-lactamase [ARO:3000078]	394.1
RF0039	Beta-lactamase2	1028110230|WP_063864600.1|1|1|blaRAHN-1|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	131.8
RF0038	Beta-lactamase	1028110230|WP_063864600.1|1|1|blaRAHN-1|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-1	PF00144.19 Beta-lactamase [ARO:3000001]	97.5
RF0053	ClassA	1028110231|WP_063864601.1|1|1|blaRAHN-2|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-2	Class A beta-lactamase [ARO:3000078]	397.9
RF0039	Beta-lactamase2	1028110231|WP_063864601.1|1|1|blaRAHN-2|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-2	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.0
RF0038	Beta-lactamase	1028110231|WP_063864601.1|1|1|blaRAHN-2|blaRAHN|hydrolase|class_A_extended-spectrum_beta-lactamase_RAHN-2	PF00144.19 Beta-lactamase [ARO:3000001]	107.4
RF0053	ClassA	1028110232|WP_063864602.1|1|1|blaSED-1|blaSED|hydrolase|class_A_broad-spectrum_beta-lactamase_SED-1	Class A beta-lactamase [ARO:3000078]	403.7
RF0039	Beta-lactamase2	1028110232|WP_063864602.1|1|1|blaSED-1|blaSED|hydrolase|class_A_broad-spectrum_beta-lactamase_SED-1	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	137.6
RF0038	Beta-lactamase	1028110232|WP_063864602.1|1|1|blaSED-1|blaSED|hydrolase|class_A_broad-spectrum_beta-lactamase_SED-1	PF00144.19 Beta-lactamase [ARO:3000001]	108.2
RF0119	SHV-LEN	1028110234|WP_063864604.1|1|1|blaSHV-100|blaSHV|hydrolase|class_A_beta-lactamase_SHV-100	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	670.0
RF0053	ClassA	1028110234|WP_063864604.1|1|1|blaSHV-100|blaSHV|hydrolase|class_A_beta-lactamase_SHV-100	Class A beta-lactamase [ARO:3000078]	425.2
RF0039	Beta-lactamase2	1028110234|WP_063864604.1|1|1|blaSHV-100|blaSHV|hydrolase|class_A_beta-lactamase_SHV-100	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.5
RF0038	Beta-lactamase	1028110234|WP_063864604.1|1|1|blaSHV-100|blaSHV|hydrolase|class_A_beta-lactamase_SHV-100	PF00144.19 Beta-lactamase [ARO:3000001]	111.8
RF0119	SHV-LEN	1028110235|WP_063864605.1|1|1|blaSHV-101|blaSHV|hydrolase|class_A_beta-lactamase_SHV-101	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.9
RF0053	ClassA	1028110235|WP_063864605.1|1|1|blaSHV-101|blaSHV|hydrolase|class_A_beta-lactamase_SHV-101	Class A beta-lactamase [ARO:3000078]	425.4
RF0039	Beta-lactamase2	1028110235|WP_063864605.1|1|1|blaSHV-101|blaSHV|hydrolase|class_A_beta-lactamase_SHV-101	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.4
RF0038	Beta-lactamase	1028110235|WP_063864605.1|1|1|blaSHV-101|blaSHV|hydrolase|class_A_beta-lactamase_SHV-101	PF00144.19 Beta-lactamase [ARO:3000001]	113.3
RF0119	SHV-LEN	1028110236|WP_063864606.1|1|1|blaSHV-102|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-102	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.9
RF0053	ClassA	1028110236|WP_063864606.1|1|1|blaSHV-102|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-102	Class A beta-lactamase [ARO:3000078]	425.7
RF0039	Beta-lactamase2	1028110236|WP_063864606.1|1|1|blaSHV-102|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-102	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.7
RF0038	Beta-lactamase	1028110236|WP_063864606.1|1|1|blaSHV-102|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-102	PF00144.19 Beta-lactamase [ARO:3000001]	109.0
RF0119	SHV-LEN	1028110237|WP_063864607.1|1|1|blaSHV-103|blaSHV|hydrolase|class_A_beta-lactamase_SHV-103	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.5
RF0053	ClassA	1028110237|WP_063864607.1|1|1|blaSHV-103|blaSHV|hydrolase|class_A_beta-lactamase_SHV-103	Class A beta-lactamase [ARO:3000078]	428.1
RF0039	Beta-lactamase2	1028110237|WP_063864607.1|1|1|blaSHV-103|blaSHV|hydrolase|class_A_beta-lactamase_SHV-103	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.8
RF0038	Beta-lactamase	1028110237|WP_063864607.1|1|1|blaSHV-103|blaSHV|hydrolase|class_A_beta-lactamase_SHV-103	PF00144.19 Beta-lactamase [ARO:3000001]	110.9
RF0119	SHV-LEN	1028110238|WP_063864608.1|1|1|blaSHV-105|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-105	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.8
RF0053	ClassA	1028110238|WP_063864608.1|1|1|blaSHV-105|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-105	Class A beta-lactamase [ARO:3000078]	421.0
RF0039	Beta-lactamase2	1028110238|WP_063864608.1|1|1|blaSHV-105|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-105	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.3
RF0038	Beta-lactamase	1028110238|WP_063864608.1|1|1|blaSHV-105|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-105	PF00144.19 Beta-lactamase [ARO:3000001]	110.9
RF0119	SHV-LEN	1028110239|WP_063864609.1|1|1|blaSHV-106|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-106	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.5
RF0053	ClassA	1028110239|WP_063864609.1|1|1|blaSHV-106|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-106	Class A beta-lactamase [ARO:3000078]	425.8
RF0039	Beta-lactamase2	1028110239|WP_063864609.1|1|1|blaSHV-106|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-106	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.5
RF0038	Beta-lactamase	1028110239|WP_063864609.1|1|1|blaSHV-106|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-106	PF00144.19 Beta-lactamase [ARO:3000001]	109.8
RF0119	SHV-LEN	1028110240|WP_063864610.1|1|1|blaSHV-107|blaSHV|hydrolase|inhibitor-resistant_class_A_broad-spectrum_beta-lactamase_SHV-107	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.5
RF0053	ClassA	1028110240|WP_063864610.1|1|1|blaSHV-107|blaSHV|hydrolase|inhibitor-resistant_class_A_broad-spectrum_beta-lactamase_SHV-107	Class A beta-lactamase [ARO:3000078]	427.4
RF0039	Beta-lactamase2	1028110240|WP_063864610.1|1|1|blaSHV-107|blaSHV|hydrolase|inhibitor-resistant_class_A_broad-spectrum_beta-lactamase_SHV-107	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	125.1
RF0038	Beta-lactamase	1028110240|WP_063864610.1|1|1|blaSHV-107|blaSHV|hydrolase|inhibitor-resistant_class_A_broad-spectrum_beta-lactamase_SHV-107	PF00144.19 Beta-lactamase [ARO:3000001]	110.9
RF0119	SHV-LEN	1028110241|WP_063864611.1|1|1|blaSHV-108|blaSHV|hydrolase|class_A_beta-lactamase_SHV-108	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.2
RF0053	ClassA	1028110241|WP_063864611.1|1|1|blaSHV-108|blaSHV|hydrolase|class_A_beta-lactamase_SHV-108	Class A beta-lactamase [ARO:3000078]	428.2
RF0039	Beta-lactamase2	1028110241|WP_063864611.1|1|1|blaSHV-108|blaSHV|hydrolase|class_A_beta-lactamase_SHV-108	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	1028110241|WP_063864611.1|1|1|blaSHV-108|blaSHV|hydrolase|class_A_beta-lactamase_SHV-108	PF00144.19 Beta-lactamase [ARO:3000001]	115.3
RF0119	SHV-LEN	1028110242|WP_063864612.1|1|1|blaSHV-109|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-109	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	663.4
RF0053	ClassA	1028110242|WP_063864612.1|1|1|blaSHV-109|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-109	Class A beta-lactamase [ARO:3000078]	427.5
RF0039	Beta-lactamase2	1028110242|WP_063864612.1|1|1|blaSHV-109|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-109	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	1028110242|WP_063864612.1|1|1|blaSHV-109|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-109	PF00144.19 Beta-lactamase [ARO:3000001]	113.7
RF0119	SHV-LEN	1028110243|WP_063864613.1|1|1|blaSHV-110|blaSHV|hydrolase|class_A_beta-lactamase_SHV-110	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.2
RF0053	ClassA	1028110243|WP_063864613.1|1|1|blaSHV-110|blaSHV|hydrolase|class_A_beta-lactamase_SHV-110	Class A beta-lactamase [ARO:3000078]	427.7
RF0039	Beta-lactamase2	1028110243|WP_063864613.1|1|1|blaSHV-110|blaSHV|hydrolase|class_A_beta-lactamase_SHV-110	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.8
RF0038	Beta-lactamase	1028110243|WP_063864613.1|1|1|blaSHV-110|blaSHV|hydrolase|class_A_beta-lactamase_SHV-110	PF00144.19 Beta-lactamase [ARO:3000001]	112.0
RF0119	SHV-LEN	1028110244|WP_063864614.1|1|1|blaSHV-111|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-111	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.8
RF0053	ClassA	1028110244|WP_063864614.1|1|1|blaSHV-111|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-111	Class A beta-lactamase [ARO:3000078]	425.6
RF0039	Beta-lactamase2	1028110244|WP_063864614.1|1|1|blaSHV-111|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-111	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	126.9
RF0038	Beta-lactamase	1028110244|WP_063864614.1|1|1|blaSHV-111|blaSHV|hydrolase|class_A_broad-spectrum_beta-lactamase_SHV-111	PF00144.19 Beta-lactamase [ARO:3000001]	111.4
RF0119	SHV-LEN	1028110245|WP_063864615.1|1|1|blaSHV-119|blaSHV|hydrolase|class_A_beta-lactamase_SHV-119	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	661.9
RF0053	ClassA	1028110245|WP_063864615.1|1|1|blaSHV-119|blaSHV|hydrolase|class_A_beta-lactamase_SHV-119	Class A beta-lactamase [ARO:3000078]	429.4
RF0039	Beta-lactamase2	1028110245|WP_063864615.1|1|1|blaSHV-119|blaSHV|hydrolase|class_A_beta-lactamase_SHV-119	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	1028110245|WP_063864615.1|1|1|blaSHV-119|blaSHV|hydrolase|class_A_beta-lactamase_SHV-119	PF00144.19 Beta-lactamase [ARO:3000001]	112.6
RF0119	SHV-LEN	1028110246|WP_063864616.1|1|1|blaSHV-120|blaSHV|hydrolase|class_A_beta-lactamase_SHV-120	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	667.8
RF0053	ClassA	1028110246|WP_063864616.1|1|1|blaSHV-120|blaSHV|hydrolase|class_A_beta-lactamase_SHV-120	Class A beta-lactamase [ARO:3000078]	427.9
RF0039	Beta-lactamase2	1028110246|WP_063864616.1|1|1|blaSHV-120|blaSHV|hydrolase|class_A_beta-lactamase_SHV-120	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.4
RF0038	Beta-lactamase	1028110246|WP_063864616.1|1|1|blaSHV-120|blaSHV|hydrolase|class_A_beta-lactamase_SHV-120	PF00144.19 Beta-lactamase [ARO:3000001]	114.3
RF0119	SHV-LEN	1028110247|WP_063864617.1|1|1|blaSHV-121|blaSHV|hydrolase|class_A_beta-lactamase_SHV-121	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	662.6
RF0053	ClassA	1028110247|WP_063864617.1|1|1|blaSHV-121|blaSHV|hydrolase|class_A_beta-lactamase_SHV-121	Class A beta-lactamase [ARO:3000078]	428.3
RF0039	Beta-lactamase2	1028110247|WP_063864617.1|1|1|blaSHV-121|blaSHV|hydrolase|class_A_beta-lactamase_SHV-121	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	129.4
RF0038	Beta-lactamase	1028110247|WP_063864617.1|1|1|blaSHV-121|blaSHV|hydrolase|class_A_beta-lactamase_SHV-121	PF00144.19 Beta-lactamase [ARO:3000001]	112.3
RF0119	SHV-LEN	1028110248|WP_063864618.1|1|1|blaSHV-128|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-128	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	656.9
RF0053	ClassA	1028110248|WP_063864618.1|1|1|blaSHV-128|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-128	Class A beta-lactamase [ARO:3000078]	418.8
RF0039	Beta-lactamase2	1028110248|WP_063864618.1|1|1|blaSHV-128|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-128	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	124.8
RF0038	Beta-lactamase	1028110248|WP_063864618.1|1|1|blaSHV-128|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-128	PF00144.19 Beta-lactamase [ARO:3000001]	108.6
RF0119	SHV-LEN	1028110249|WP_063864619.1|1|1|blaSHV-13|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-13	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	667.2
RF0053	ClassA	1028110249|WP_063864619.1|1|1|blaSHV-13|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-13	Class A beta-lactamase [ARO:3000078]	428.3
RF0039	Beta-lactamase2	1028110249|WP_063864619.1|1|1|blaSHV-13|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-13	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	1028110249|WP_063864619.1|1|1|blaSHV-13|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-13	PF00144.19 Beta-lactamase [ARO:3000001]	109.8
RF0119	SHV-LEN	1028110250|WP_063864620.1|1|1|blaSHV-132|blaSHV|hydrolase|class_A_beta-lactamase_SHV-132	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	666.1
RF0053	ClassA	1028110250|WP_063864620.1|1|1|blaSHV-132|blaSHV|hydrolase|class_A_beta-lactamase_SHV-132	Class A beta-lactamase [ARO:3000078]	425.5
RF0039	Beta-lactamase2	1028110250|WP_063864620.1|1|1|blaSHV-132|blaSHV|hydrolase|class_A_beta-lactamase_SHV-132	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	126.5
RF0038	Beta-lactamase	1028110250|WP_063864620.1|1|1|blaSHV-132|blaSHV|hydrolase|class_A_beta-lactamase_SHV-132	PF00144.19 Beta-lactamase [ARO:3000001]	109.8
RF0119	SHV-LEN	1028110251|WP_063864621.1|1|1|blaSHV-133|blaSHV|hydrolase|class_A_beta-lactamase_SHV-133	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	664.6
RF0053	ClassA	1028110251|WP_063864621.1|1|1|blaSHV-133|blaSHV|hydrolase|class_A_beta-lactamase_SHV-133	Class A beta-lactamase [ARO:3000078]	425.4
RF0039	Beta-lactamase2	1028110251|WP_063864621.1|1|1|blaSHV-133|blaSHV|hydrolase|class_A_beta-lactamase_SHV-133	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.6
RF0038	Beta-lactamase	1028110251|WP_063864621.1|1|1|blaSHV-133|blaSHV|hydrolase|class_A_beta-lactamase_SHV-133	PF00144.19 Beta-lactamase [ARO:3000001]	111.0
RF0119	SHV-LEN	1028110252|WP_063864622.1|1|1|blaSHV-134|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-134	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.7
RF0053	ClassA	1028110252|WP_063864622.1|1|1|blaSHV-134|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-134	Class A beta-lactamase [ARO:3000078]	427.7
RF0039	Beta-lactamase2	1028110252|WP_063864622.1|1|1|blaSHV-134|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-134	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	126.9
RF0038	Beta-lactamase	1028110252|WP_063864622.1|1|1|blaSHV-134|blaSHV|hydrolase|class_A_extended-spectrum_beta-lactamase_SHV-134	PF00144.19 Beta-lactamase [ARO:3000001]	112.2
RF0119	SHV-LEN	1028110253|WP_063864623.1|1|1|blaSHV-135|blaSHV|hydrolase|class_A_beta-lactamase_SHV-135	A grouping of the related SHV and LEN beta-lactamases (class a) [ARO:3000096]	665.0
RF0053	ClassA	1028110253|WP_063864623.1|1|1|blaSHV-135|blaSHV|hydrolase|class_A_beta-lactamase_SHV-135	Class A beta-lactamase [ARO:3000078]	428.6
RF0039	Beta-lactamase2	1028110253|WP_063864623.1|1|1|blaSHV-135|blaSHV|hydrolase|class_A_beta-lactamase_SHV-135	PF13354.1 Beta-lactamase enzyme family [ARO:3000001]	127.2
