Protein identifier	Gene symbol	Sequence name	Scope	Element type	Element subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference sequence	% Identity to reference sequence	Alignment length	Accession of closest sequence	Name of closest sequence	HMM id	HMM description
MEG_1834|Drugs|betalactams|Class_C_betalactamases|CMY	ampC	CMY2/MIR/ACT/EC family class c beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTP	382	381	100.00	100.00	381	WP_063406924.1	CMY2/MIR/ACT/EC family class c beta-lactamase	NF012173.1	CMY2/MIR/ACT/EC family class c beta-lactamase
MEG_1835|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-12	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859743.1	class C beta-lactamase CMY-12	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1836|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-13	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_020996270.1	class C beta-lactamase CMY-13	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1837|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-14	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859816.1	class C beta-lactamase CMY-14	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1838|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	CMY-2 family class C beta-lactamase	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	BLASTP	382	381	100.00	99.74	381	WP_000976514.1	class C beta-lactamase CMY-2	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1839|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-36	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_012262164.1	class C beta-lactamase CMY-36	NF000191.1	CMY-2 family class C beta-lactamase
MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-Ian	aminoglycoside N-acetyltransferase AAC(6')-Ian	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	191	190	100.00	100.00	190	WP_051139090.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	NF000431.1	aminoglycoside N-acetyltransferase AAC(6')-Ian
MEG_1840|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-4	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_015056382.1	class C beta-lactamase CMY-4	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1841|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_008321445.1	class C beta-lactamase CMY-65	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1842|Drugs|betalactams|Class_C_betalactamases|CMY	blaMOX	CMY-1/MOX family class C extended-spectrum beta-lactamase CMY-9	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	383	382	100.00	100.00	382	WP_032490177.1	CMY-1/MOX family class C extended-spectrum beta-lactamase CMY-9	NF000239.3	CMY-1/MOX family class C beta-lactamase
MEG_1843|Drugs|betalactams|Class_C_betalactamases|CMY	blaMOX	CMY-1/MOX family class C beta-lactamase CMY-19	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	383	382	100.00	100.00	382	WP_063859826.1	CMY-1/MOX family class C beta-lactamase CMY-19	NF000239.3	CMY-1/MOX family class C beta-lactamase
MEG_1844|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C extended-spectrum beta-lactamase CMY-37	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859838.1	class C extended-spectrum beta-lactamase CMY-37	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1845|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-26	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859830.1	class C beta-lactamase CMY-26	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1846|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-39	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859839.1	class C beta-lactamase CMY-39	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1847|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-41	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_048241752.1	class C beta-lactamase CMY-41	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1848|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-59	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	396	381	100.00	100.00	381	WP_063859852.1	class C beta-lactamase CMY-59	NF000191.1	CMY-2 family class C beta-lactamase
MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aacA57-2	aminoglycoside N-acetyltransferase AAC(6')-Ian	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	191	190	100.00	100.00	190	WP_000959805.1	aminoglycoside N-acetyltransferase AAC(6')-Ian	NF000431.1	aminoglycoside N-acetyltransferase AAC(6')-Ian
MEG_1850|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-110	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859688.1	class C beta-lactamase CMY-110	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1851|Drugs|betalactams|Class_C_betalactamases|CMY	blaMOX	CMY-1/MOX family class C extended-spectrum beta-lactamase CMY-8	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	383	382	100.00	100.00	382	WP_012477380.1	CMY-1/MOX family class C extended-spectrum beta-lactamase CMY-8	NF000239.3	CMY-1/MOX family class C beta-lactamase
MEG_1852|Drugs|betalactams|Class_C_betalactamases|CMY	blaMOX	CMY-1/MOX family class C beta-lactamase CMY-10	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	383	382	100.00	100.00	382	WP_032492452.1	CMY-1/MOX family class C beta-lactamase CMY-10	NF000239.3	CMY-1/MOX family class C beta-lactamase
MEG_1853|Drugs|betalactams|Class_C_betalactamases|CMY	blaMOX	CMY-1/MOX family class C beta-lactamase CMY-11	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	383	382	100.00	100.00	382	WP_032492458.1	CMY-1/MOX family class C beta-lactamase CMY-11	NF000239.3	CMY-1/MOX family class C beta-lactamase
MEG_1854|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-7	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_032490765.1	class C beta-lactamase CMY-7	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1855|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-6	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_015058212.1	class C beta-lactamase CMY-6	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1856|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859817.1	class C beta-lactamase CMY-15	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1858|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-16	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_014386387.1	class C beta-lactamase CMY-16	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1859|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-38	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063553425.1	class C beta-lactamase CMY-38	NF000191.1	CMY-2 family class C beta-lactamase
MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-Ie	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/KANAMYCIN/TOBRAMYCIN	EXACTP	485	484	100.00	100.00	484	WP_057097547.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2	NF033693.0	AAC(6')-Ie family aminoglycoside N-acetyltransferase
MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aph(2'')-If2	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2	core	AMR	AMR	AMINOGLYCOSIDE	AMIKACIN/GENTAMICIN/KANAMYCIN/TOBRAMYCIN	EXACTP	485	484	100.00	100.00	484	WP_057097547.1	bifunctional aminoglycoside N-acetyltransferase AAC(6')-Ie2/aminoglycoside O-phosphotransferase APH(2'')-If2	NF033692.1	APH(2'')-Ia/If/Ih family aminoglycoside O-phosphotransferase
MEG_1860|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-17	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859818.1	class C beta-lactamase CMY-17	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1861|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-18	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	384	383	100.00	100.00	383	WP_063859824.1	class C beta-lactamase CMY-18	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1862|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-20	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	381	380	100.00	100.00	380	WP_063859827.1	class C beta-lactamase CMY-20	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1863|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-21	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859828.1	class C beta-lactamase CMY-21	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1864|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-22	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859829.1	class C beta-lactamase CMY-22	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1865|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-23	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_000976515.1	class C beta-lactamase CMY-23	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1866|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-34	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859836.1	class C beta-lactamase CMY-34	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1867|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-35	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859837.1	class C beta-lactamase CMY-35	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1868|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-24	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_032491928.1	class C beta-lactamase CMY-24	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1869|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-28	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859832.1	class C beta-lactamase CMY-28	NF000191.1	CMY-2 family class C beta-lactamase
MEG_186|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	144	143	100.00	100.00	143	WP_050141558.1	aminoglycoside 6'-N-acetyltransferase	NF033076.0	aminoglycoside 6'-N-acetyltransferase
MEG_1870|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-31	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_012262157.1	class C beta-lactamase CMY-31	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1873|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-32	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859834.1	class C beta-lactamase CMY-32	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1874|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-33	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	380	379	100.00	100.00	379	WP_063859835.1	class C beta-lactamase CMY-33	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1875|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-25	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_003830525.1	class C beta-lactamase CMY-25	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1876|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-27	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859831.1	class C beta-lactamase CMY-27	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1877|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-40	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859840.1	class C beta-lactamase CMY-40	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1878|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-43	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859841.1	class C beta-lactamase CMY-43	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1879|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-44	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	378	377	100.00	100.00	377	WP_063859842.1	class C beta-lactamase CMY-44	NF000191.1	CMY-2 family class C beta-lactamase
MEG_187|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	147	146	100.00	100.00	146	WP_004874306.1	aminoglycoside 6'-N-acetyltransferase	NF033076.0	aminoglycoside 6'-N-acetyltransferase
MEG_1880|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-45	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859843.1	class C beta-lactamase CMY-45	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1881|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-46	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859844.1	class C beta-lactamase CMY-46	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1882|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-50	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859846.1	class C beta-lactamase CMY-50	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1883|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-73	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859863.1	class C beta-lactamase CMY-73	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1884|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-49	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_060682854.1	class C beta-lactamase CMY-49	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1885|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-90	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859909.1	class C beta-lactamase CMY-90	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1886|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-47	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859845.1	class C beta-lactamase CMY-47	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1887|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C extended-spectrum beta-lactamase CMY-42	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_039023136.1	class C extended-spectrum beta-lactamase CMY-42	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1888|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-54	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	384	383	100.00	100.00	383	WP_063859848.1	class C beta-lactamase CMY-54	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1889|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-55	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859849.1	class C beta-lactamase CMY-55	NF000191.1	CMY-2 family class C beta-lactamase
MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	149	148	100.00	100.00	148	WP_049677835.1	aminoglycoside 6'-N-acetyltransferase	NF033076.0	aminoglycoside 6'-N-acetyltransferase
MEG_1890|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-48	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_044699195.1	class C beta-lactamase CMY-48	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1891|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-58	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_032495027.1	class C beta-lactamase CMY-58	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1892|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-57	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859851.1	class C beta-lactamase CMY-57	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1893|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-56	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859850.1	class C beta-lactamase CMY-56	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1894|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-53	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_032495047.1	class C beta-lactamase CMY-53	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1895|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-63	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859856.1	class C beta-lactamase CMY-63	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1896|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-64	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859857.1	class C beta-lactamase CMY-64	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1897|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-60	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859853.1	class C beta-lactamase CMY-60	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1898|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-61	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	381	380	100.00	100.00	380	WP_063859854.1	class C beta-lactamase CMY-61	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1899|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-62	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859855.1	class C beta-lactamase CMY-62	NF000191.1	CMY-2 family class C beta-lactamase
MEG_189|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	147	146	100.00	100.00	146	WP_050537864.1	aminoglycoside 6'-N-acetyltransferase	NF033076.0	aminoglycoside 6'-N-acetyltransferase
MEG_18|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC2-PRIME	aac(2')-Ib	aminoglycoside N-acetyltransferase AAC(2')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN/TOBRAMCYIN	BLASTP	196	195	100.00	99.49	195	WP_003881640.1	aminoglycoside N-acetyltransferase AAC(2')-Ib	NF000010.1	aminoglycoside N-acetyltransferase AAC(2')-Ib
MEG_1901|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-66	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859858.1	class C beta-lactamase CMY-66	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1902|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-68	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859860.1	class C beta-lactamase CMY-68	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1903|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-71	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859862.1	class C beta-lactamase CMY-71	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1904|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-67	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859859.1	class C beta-lactamase CMY-67	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1905|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-51	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859847.1	class C beta-lactamase CMY-51	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1906|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-75	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859865.1	class C beta-lactamase CMY-75	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1907|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-76	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859866.1	class C beta-lactamase CMY-76	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1908|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-78	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859868.1	class C beta-lactamase CMY-78	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1909|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-79	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859869.1	class C beta-lactamase CMY-79	NF000191.1	CMY-2 family class C beta-lactamase
MEG_190|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')	aminoglycoside 6'-N-acetyltransferase	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	EXACTP	149	148	100.00	100.00	148	WP_049646085.1	aminoglycoside 6'-N-acetyltransferase	NF033076.0	aminoglycoside 6'-N-acetyltransferase
MEG_1910|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-80	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859870.1	class C beta-lactamase CMY-80	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1911|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-81	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_063859871.1	class C beta-lactamase CMY-81	NF000191.1	CMY-2 family class C beta-lactamase
MEG_1912|Drugs|betalactams|Class_C_betalactamases|CMY	blaCMY	class C beta-lactamase CMY-84	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	EXACTP	382	381	100.00	100.00	381	WP_061547590.1	class C beta-lactamase CMY-84	NF000191.1	CMY-2 family class C beta-lactamase
